Intensity IN_1,Intensity IN_2,Intensity IN_3,Intensity IN_5,Intensity IN_6,Intensity PD_1,Intensity PD_2,Intensity PD_3,Intensity PD_5,Intensity PD_6
176110000,104450000,275360000,61411000,96557000,0,0,0,0,0
24679000,62964000,96134000,77876000,222890000,0,0,0,0,0
46015000,47874000,71503000,79593000,108120000,0,0,0,0,0
375880000,441500000,455090000,435640000,787260000,14911000,7021100,11252000,0,3264300
20329000,11982000,31908000,8104500,47353000,0,0,0,0,0
0,0,4876600,0,0,0,0,0,0,0
10480000,16239000,37924000,0,7721100,0,0,0,0,0
614740000,250910000,463680000,276530000,219170000,11973000,5888000,6829800,166880,2214800
201930000,21325000,267560000,8096600,229230000,0,0,0,0,0
47659000,55467000,54005000,39212000,36785000,790360,356020,658860,0,481790
2098700000,1364000000,3471800000,900230000,2221200000,953480000,419210000,1056700000,78665000,747490000
43291000,54563000,58897000,78920000,69368000,0,0,0,0,0
1737800000,1695100000,2004900000,712290000,2141900000,79488000,70359000,82191000,635780,152010000
3239700000,2611500000,2911100000,1895400000,1529300000,81866000,51997000,70327000,9650800,54811000
101850000,42249000,92734000,53350000,27062000,15416000,10280000,8255400,734390,8108700
0,20686000,43263000,9429700,50263000,0,0,0,0,0
1322500000,774400000,1325200000,593810000,1171400000,76154000,11401000,13816000,5596300,26703000
0,0,5135200,0,0,0,1347100,2248800,158600,1401100
0,0,0,0,0,4028700,1298100,6067600,1582100,3690300
156230000,104540000,195360000,52951000,128740000,168140000,87450000,115140000,4165600,106480000
369190000,278670000,465620000,186660000,246930000,3618100,2712100,6771500,0,2351000
149260000,25887000,36795000,13556000,55157000,0,0,0,0,0
41591000,28881000,82125000,31678000,74808000,0,0,0,0,0
876360000,630780000,1063800000,315440000,996860000,5826500,5356700,9836900,493990,9287200
10087000,1025400,2627800,560360,4293200,0,0,0,0,0
56572000,26250000,78035000,32837000,48524000,0,0,0,0,0
38487000,22413000,42701000,3624100,47916000,0,0,0,0,0
2747400000,1844300000,2499400000,1334000000,3167500000,40061000,5973400,8106900,1067900,12253000
1650600,7510400,2461500,5058200,532030,0,0,0,0,0
7098400,4791900,6503000,12376000,20925000,0,0,0,0,0
1491900000,600080000,1408100000,365310000,799650000,0,0,0,0,0
0,0,0,0,0,8168700,2384600,9990600,962740,6113600
0,0,0,0,0,12552000,10342000,10005000,0,5148400
48854000,21602000,98595000,12826000,68462000,3106900,0,0,0,0
27814000,12266000,23902000,7941400,9852600,0,0,0,0,0
1971300000,1295300000,2664200000,524250000,2101900000,73488000,28487000,70953000,5244200,54509000
14567000,7274500,18074000,10042000,15485000,0,0,0,0,0
0,0,0,0,3119200,0,0,0,0,0
5613000,3090600,6765700,4067100,9647500,0,0,0,0,0
185870000,28776000,333470000,22499000,36755000,0,0,0,0,0
407740000,347490000,225610000,134740000,197990000,0,0,0,0,0
15671000000,8938100000,25348000000,5093700000,12463000000,7614400000,3458800000,6962800000,582130000,4739600000
1340200000,747240000,1874600000,448120000,1051900000,9335600,13016000,4975700,4280500,16695000
173520000,111950000,295810000,85369000,315250000,0,27321000,62674000,4666600,721130
562050000,63364000,123810000,79688000,138430000,0,0,0,0,0
47980000,87050000,44154000,155300000,27521000,14768000,18765000,10232000,0,8552100
7617700,4571200,4922900,0,3111000,0,0,0,0,0
129070000,167050000,231380000,137530000,216420000,0,0,0,0,0
13699000,0,0,0,0,0,0,0,0,0
141220000,126720000,272320000,71863000,145520000,0,0,0,0,0
2358400000,1069500000,2287200000,720520000,2179200000,259790000,104540000,245560000,21183000,198010000
41362000,32474000,0,2766400,18334000,0,0,0,0,0
409690000,210490000,242100000,101920000,266540000,0,0,0,0,0
267390000,213920000,475110000,337050000,502430000,0,0,5250700,0,1928000
1841700,0,3752700,0,842020,0,0,0,0,0
11490000000,10111000000,14774000000,9389200000,12745000000,1495100000,676740000,1576500000,70018000,939760000
1319500000,1411400000,1208200000,972950000,1286800000,0,0,0,0,0
147790000,121900000,126780000,51854000,206400000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
13440000,7288600,12883000,4063100,0,0,0,0,0,0
875920000,719950000,1074600000,441970000,912480000,0,2723500,520770,0,2260100
123540000,189170000,234120000,87315000,217920000,0,0,0,0,0
15073000,10402000,17167000,8798700,31105000,0,0,0,0,0
40318000,25535000,62864000,35010000,23529000,0,0,0,0,0
72933000,50248000,113800000,20444000,53945000,0,0,0,0,0
9669200,13341000,7065200,5768500,8789800,0,0,0,0,0
22403000,13553000,29406000,9667800,23257000,14384000,7537800,14906000,0,7942300
160070000,120130000,123990000,53468000,111010000,0,0,0,0,0
1117300000,682850000,905640000,291760000,630770000,19966000,7831500,10276000,986920,15923000
29997000,19330000,19933000,21414000,58135000,0,0,0,0,0
37292000,26687000,25101000,19598000,58165000,0,1639200,2776500,0,4586700
4506000,2990800,3246400,0,2152700,0,0,0,0,0
49828000,24932000,15835000,18229000,46400000,0,0,0,0,0
119960000,58402000,88121000,50193000,68786000,0,0,0,0,0
79453000,0,50332000,32354000,52051000,0,0,0,0,0
70247000,46022000,40278000,52264000,46626000,0,0,0,0,0
102750000,133640000,65735000,42595000,107670000,0,0,0,0,1969700
25770000,25687000,21183000,42236000,30926000,0,0,0,0,0
15637000,24007000,13728000,22657000,0,0,0,0,0,0
5539900000,3784700000,4492700000,2473200000,5004000000,195860000,79446000,98525000,4076500,210520000
103510000,46120000,67098000,55266000,52004000,0,0,0,0,0
51651000,24125000,27575000,20935000,30499000,0,0,0,0,0
43416000,10785000,29461000,18231000,18675000,0,0,0,0,0
0,0,0,0,6718300,0,0,0,0,0
3997200000,2684200000,2892100000,1345500000,3062800000,133380000,55218000,141140000,14206000,20342000
522560000,222640000,297900000,124180000,767330000,31706000,8697500,25917000,3449000,12108000
37208000,39655000,54734000,27037000,14183000,0,0,0,0,0
26305000,38851000,31738000,23376000,91907000,0,0,0,0,0
24516000,22899000,56212000,13754000,44831000,0,0,0,0,0
53532000,38204000,36178000,33412000,35198000,0,0,0,0,0
187600000,123710000,188450000,74850000,204180000,40224000,17188000,36258000,4760800,29529000
1519600000,1037000000,1346300000,796720000,1443000000,5157500,2202200,0,0,8623000
0,0,0,0,0,0,73169000,131600000,0,92970000
330870000,237410000,243440000,130280000,149150000,78413000,32236000,54779000,9336800,31521000
702190000,415960000,869470000,407420000,667860000,0,0,0,0,0
36198000,39536000,54594000,29149000,56662000,0,0,0,0,0
48388000,18906000,34898000,79557000,49110000,0,0,0,0,0
416020000,223700000,402720000,335720000,528000000,0,0,0,0,0
109540000,101870000,109340000,45701000,487240000,0,0,0,0,0
217320000,47618000,132510000,80020000,90513000,0,0,0,0,0
34760000,39644000,40522000,24882000,13487000,0,0,0,0,16213000
0,956240,8455100,959930,3381900,0,0,0,0,0
145970000,67155000,30485000,29208000,82380000,0,0,0,0,0
2532800,2374900,3670600,2230200,2823900,0,0,0,0,0
210670000,136920000,133700000,113120000,172420000,0,0,0,0,0
220820000,177860000,263460000,139990000,257510000,17069000,9208200,8308800,0,6767400
0,10208000,5477700,12213000,6282000,0,0,0,0,0
282870000,163830000,342800000,48767000,154350000,7673200,11705000,0,251340,2639100
253260000,124800000,182480000,97657000,225530000,0,1196300,0,473980,5251300
135660000,85008000,142220000,31595000,76997000,81440000,41088000,90748000,6259400,73636000
28882000,57025000,259940000,35457000,48398000,0,0,0,0,0
4357400,4454700,0,6410300,4804500,0,0,0,0,0
131440000,82434000,93316000,64245000,94731000,0,0,0,0,0
6354500000,3292000000,8290900000,2382400000,4870700000,545880000,196790000,461790000,39911000,341260000
0,1743000,1017100,0,7344600,0,0,0,0,0
169190000,154830000,178380000,111430000,152080000,3544000,869810,0,0,941040
2.8711E+11,2.0915E+11,3.3928E+11,1.4202E+11,2.8622E+11,2.1845E+11,1.0969E+11,2.0791E+11,19872000000,1.3075E+11
98134000,35040000,85821000,15068000,83277000,0,0,0,0,0
136010000,178220000,273330000,71386000,188750000,0,0,0,0,0
35229000,6171100,6376600,3823500,8013200,0,0,0,0,0
85597000,24873000,177110000,26955000,154520000,0,0,0,0,0
125980000,77566000,78094000,75281000,94157000,0,0,0,0,0
222130000,149370000,219990000,129640000,137570000,0,0,0,0,0
76515000,33082000,67236000,46740000,69808000,0,0,0,0,0
6425500000,5462000000,7995700000,3779100000,6369200000,176950000,64830000,89777000,12271000,67753000
11998000,6238000,13658000,4853000,3114700,0,0,0,0,0
74120000,44952000,121300000,50277000,163710000,0,0,0,0,0
17913000,17423000,30266000,21328000,17388000,0,0,0,0,0
23178000,13618000,22974000,6823700,17739000,0,0,0,0,0
4534000000,3639600000,5719000000,1401000000,3953200000,863510000,425130000,696610000,51024000,564520000
0,0,10940000,3242200,7130200,0,0,0,0,0
3852500,30078000,18536000,18614000,15249000,0,0,0,0,0
75193000,58559000,110380000,27626000,82727000,15669000,4415000,38810000,1662100,19232000
55095000,37289000,69571000,32883000,43309000,0,0,0,0,0
141750000,106260000,114150000,41700000,109980000,0,0,0,0,0
22594000,16077000,27969000,23552000,19939000,0,0,0,0,0
12568000,27609000,31287000,11279000,12118000,0,0,0,0,0
20445000,33479000,35867000,30242000,26735000,0,0,0,0,0
895860000,511370000,946240000,309340000,1000600000,118720000,58938000,104700000,11304000,14237000
0,0,0,0,4108900,0,0,0,0,0
0,0,25444000,6381100,19560000,0,0,0,0,0
47812000,71320000,192290000,47244000,131710000,0,0,0,0,0
20932000,0,0,6408300,32601000,22201000,9108800,25978000,1691200,11777000
53436000,335240000,248820000,261350000,388280000,0,0,0,0,0
21382000,14030000,25504000,16865000,45842000,0,0,0,0,0
658220000,369930000,712200000,81618000,338750000,49148000,17107000,53325000,3352200,38801000
117700000,54171000,263120000,36699000,74214000,0,0,0,0,0
267680000,164230000,224540000,115660000,189760000,0,0,0,0,0
0,15023000,24560000,7654100,24049000,76981000,45791000,78846000,11690000,0
47551000,23865000,34090000,23603000,26474000,0,0,0,0,0
3668000000,3428900000,3966600000,2195200000,3235000000,201330000,98775000,185070000,9259100,149950000
463620000,283440000,555700000,214890000,298700000,4575900,1957700,2448900,0,2779000
3452100000,2506500000,2468200000,1305600000,2349100000,870850000,428590000,855680000,66724000,586610000
88593000,12775000,33355000,3909200,17481000,0,0,0,0,0
98725000,87269000,140340000,30930000,89142000,0,0,0,0,0
34314000,14876000,44693000,15322000,16088000,0,0,0,0,0
6875700,0,9848400,22117000,8112000,0,0,0,0,0
226090000,173500000,298050000,63380000,187290000,7151000,4544200,3807500,0,4417300
28834000,25760000,16841000,26185000,39287000,0,0,0,0,0
985560000,723730000,581360000,313390000,632800000,20964000,10367000,4475900,259160,5052600
314840000,221180000,348900000,301380000,369440000,5209300,1253600,3575100,0,3040900
0,0,9093500,0,5373000,0,0,0,0,0
89211000,74283000,94782000,42893000,64595000,0,0,0,0,0
15152000,0,0,5104900,10608000,0,0,0,0,0
165690000,111880000,92537000,62236000,122500000,0,0,0,0,0
74856000,53263000,83078000,30188000,119610000,0,0,0,0,0
468390000,266590000,672950000,144870000,506900000,17666000,2249900,18644000,1072600,7783600
5007300,0,9119000,3093600,11762000,0,0,0,0,0
53111000,13893000,21354000,12725000,57336000,0,0,0,0,0
35017000,17159000,33212000,12468000,61935000,0,0,0,0,0
903930000,808750000,1174000000,691380000,1244000000,13193000,6584300,9735300,57466,8521200
409600000,329300000,379600000,152200000,260900000,0,1098200,3172400,0,1515500
622070000,336900000,565760000,250900000,455530000,20129000,7183800,15690000,737870,11600000
68945000,49803000,51882000,34990000,68693000,0,0,0,0,0
493090000,328020000,324180000,204510000,269090000,0,0,0,0,0
418320000,402380000,583470000,527660000,499910000,0,0,0,0,0
2869000,13214000,33054000,7338000,10624000,0,0,0,0,0
31360000,12346000,25832000,10939000,8367900,0,0,0,0,0
174740000,136430000,159800000,26303000,80343000,0,0,0,0,0
481660000,210810000,172700000,92367000,146160000,13588000,3977600,10035000,1107300,7349300
112510000,67154000,265130000,24695000,61331000,15969000,5424700,9441800,264950,2867500
2222300000,1303300000,2627000000,1063800000,2005400000,344710000,138690000,254210000,31739000,207220000
80278000,118630000,72502000,32082000,74841000,0,0,0,0,0
0,0,0,0,0,27649000,16709000,16769000,0,9513600
0,0,12781000,4271200,19857000,0,0,0,0,0
74656000,88732000,77927000,69373000,104490000,0,0,0,0,0
98609000,46469000,172080000,66272000,88528000,35062000,18640000,28789000,1046100,6354100
16811000,15244000,2836000,16852000,8110200,0,0,0,0,0
480860000,469810000,1314900000,233210000,683870000,328460000,151600000,357280000,11581000,215890000
0,0,0,0,0,22361000,1433200,14524000,902860,18561000
17935000,7142200,11224000,8789300,0,0,0,0,0,0
321400000,644320000,1017800000,640140000,879470000,15196000,8801700,15342000,1414500,8623500
991350000,786020000,1360400000,547610000,949560000,470740000,237980000,343870000,15882000,215940000
309760000,125620000,419460000,119950000,385480000,0,0,0,0,0
79459000,72699000,114440000,39048000,53689000,200410000,99198000,210780000,7473200,134220000
8152600,0,6726600,0,12636000,0,0,0,0,0
99138000,21707000,62209000,21471000,38283000,0,0,0,0,0
3048100000,1338300000,2745900000,1323200000,2208000000,360920000,152560000,348980000,40115000,228520000
2109600000,920850000,2029500000,874400000,1611900000,748010000,262180000,782130000,24283000,331000000
55541000,27798000,196000000,12650000,118000000,88729000,37369000,52559000,688440,18224000
273610000,371150000,458040000,405680000,497670000,13900000,6095200,9768400,0,3772000
0,0,26571000,5349700,13610000,7047000,1528300,9449000,0,4495600
15154000,20617000,47465000,11794000,31730000,0,0,0,0,0
571780000,626070000,1314400000,650400000,546480000,0,0,0,0,0
11149000,26646000,53359000,15060000,54034000,0,0,0,0,0
101480000,47690000,68807000,45778000,53302000,0,0,0,0,0
20279000,12501000,25566000,5313200,17037000,0,0,0,0,0
0,0,0,0,0,15396000,8164500,13059000,1699900,3414000
130820000,61780000,86514000,30415000,19573000,0,0,0,0,0
179840000,160470000,146100000,120970000,168490000,0,0,0,0,0
23966000,14967000,38864000,9342100,17086000,0,0,0,0,0
778200000,687020000,1155600000,544700000,889610000,19413000,7042400,6761100,762250,15673000
366870000,152410000,385350000,140870000,366210000,1980400,0,1773800,0,1728800
0,4981200,47046000,0,47991000,0,0,0,0,0
9610600,39065000,33148000,4473700,59614000,0,0,0,0,0
0,42649000,0,11788000,0,0,0,0,0,0
23280000,0,6071100,13177000,12931000,0,0,0,0,0
434060000,305730000,490440000,178380000,285360000,66687000,38790000,61470000,1415900,22884000
69494000,33385000,69043000,42197000,45244000,0,0,0,0,0
4252400000,1634100000,5573600000,3018200000,1156600000,741380000,312280000,372890000,14815000,339290000
35701000,27681000,66897000,17015000,25009000,0,0,0,0,0
414500000,144650000,358970000,111880000,287650000,33676000,12309000,34380000,3846500,33322000
527140000,448240000,646390000,593220000,1043200000,4545500,1772700,2939300,228870,3570100
163120000,147740000,208990000,61015000,214190000,33461000,7925300,26562000,3127600,30744000
3702200000,2729400000,2844900000,1292400000,3472100000,106330000,45661000,75616000,8811200,51792000
20361000,15593000,34033000,13105000,13247000,50969000,28989000,41543000,6904700,35911000
119790000,55793000,45133000,38878000,58784000,0,0,0,0,0
210770000,125510000,355370000,140100000,249330000,0,0,0,0,0
0,0,5487700,2412800,4072600,0,0,0,0,0
269830000,182660000,320220000,334340000,403940000,0,0,0,0,0
108570000,133230000,151210000,75955000,82620000,0,0,0,0,0
10351000,8942500,12308000,3098100,5991700,0,0,0,0,0
151730000,96949000,108840000,37518000,106190000,0,0,0,0,0
0,0,0,0,0,7311000,1721200,0,0,0
115870000,80127000,124250000,110560000,145340000,0,0,0,0,0
83572000,44263000,46804000,0,56421000,73732000,22486000,113700000,491630,37163000
26071000,17017000,7885300,3495000,6328800,0,0,0,0,0
5851600000,5710700000,5656900000,2975600000,5788700000,41619000,18347000,52092000,5351900,26240000
0,48417000,39130000,26225000,60870000,0,0,0,0,0
2310100000,1543600000,2060300000,1549800000,2504300000,12795000,1877000,2640700,0,8408300
11864000,20868000,29434000,17484000,25783000,0,0,0,0,0
361070000,161520000,459210000,362000000,344390000,0,9039900,10935000,2161700,0
202820000,121900000,186730000,122840000,227070000,0,0,0,0,0
207190000,121110000,222950000,48451000,97202000,538680000,288840000,428320000,16709000,275350000
493330000,369060000,898770000,295910000,417540000,0,0,0,0,0
0,0,3905600,0,0,0,0,0,0,0
0,71780000,86638000,1421800,98123000,0,0,0,0,0
36161000,11528000,6930800,21576000,0,0,0,0,0,0
303880000,174950000,294730000,103470000,280610000,0,0,0,0,0
1023200000,727170000,922700000,551920000,1079900000,75297000,29558000,81241000,2078500,35770000
0,23602000,0,7007300,47576000,35016000,23688000,41720000,729410,32581000
245590000,93129000,209930000,67121000,421080000,35057000,14236000,21424000,248320,10264000
5543200,4018700,3738700,0,12476000,0,0,0,0,0
301200000,340750000,337260000,301950000,218110000,4864300,0,0,0,1785700
4757000000,3550000000,4366800000,1664900000,4632900000,122800000,48663000,66179000,3264800,63017000
72468000,41803000,105330000,29568000,112650000,0,0,0,0,0
1541800000,933870000,1362200000,539410000,318750000,34228000,15476000,19753000,1223200,17753000
6702200,6350000,8518500,0,14780000,0,0,0,0,0
39546000,15403000,60448000,12825000,0,0,0,0,0,0
1760800000,1307300000,1611500000,922420000,2318200000,147830000,55326000,171950000,11546000,111180000
20480000,19510000,24232000,19258000,29839000,0,0,0,0,0
38594000,21377000,18212000,6334000,14625000,0,0,0,0,0
61997000,32352000,55961000,41289000,107370000,0,0,0,0,0
8246900,7733700,3924100,0,11618000,0,0,0,0,0
1191100000,408440000,1137700000,381220000,843870000,2372100000,1191100000,1534200000,107840000,1218900000
789240000,158240000,342200000,172560000,149820000,138160000,42653000,163500000,600710,63084000
0,0,33162000,9385400,46064000,0,0,0,0,0
4719900,2874400,4578200,0,0,0,0,0,0,0
22358000,0,0,0,0,0,0,0,0,0
26003000,752480,6453100,758350,2695700,0,0,0,0,0
1542700000,760500000,1400900000,456710000,1030800000,706690000,361760000,769060000,51450000,496970000
16338000,13081000,9563800,22364000,29553000,0,0,0,0,0
24056000,18275000,26739000,26522000,19519000,0,0,0,0,0
3959000000,2179900000,3870400000,1444000000,1630300000,697560000,335960000,752720000,41350000,306710000
660190,791560,25697000,29795000,31042000,0,0,0,0,0
0,0,0,0,0,42010000,22486000,4216700,0,0
38999000,28815000,33177000,17088000,58916000,0,0,0,0,0
514030000,286270000,635020000,186020000,422700000,21778000,9784300,17428000,1727600,5518300
