Intensity,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
1439200,368160,148360,106630,227570,55637,0,142600,229250,129840,31136,0,0
843020,0,112740,132620,0,0,90371,194950,101960,87443,122940,0,0
2202700,286540,0,224190,154880,122090,115610,284130,351500,0,197230,255590,210960
9274100,1003800,682850,257670,528820,466030,366080,888380,963250,830760,1294000,1567100,425430
469290,0,0,0,0,0,0,38540,51293,0,198230,0,181230
9425600,1585500,1247000,523620,1127100,452780,190400,1078700,1514500,1157900,322460,225630,0
2151000,270830,218700,229260,123820,136760,170320,248370,205520,224580,81945,133860,107040
1077100,209170,0,144050,102900,0,81249,203340,0,179560,0,86042,70823
1439800,210830,109880,155680,104050,87555,104250,196150,204850,266570,0,0,0
1578500,247150,235860,306670,139640,0,131740,0,215970,230180,0,0,71240
2247300,0,0,0,382940,0,348380,608800,0,0,503110,404040,0
1166800,409880,124550,89262,0,79768,69106,0,154710,162780,0,39599,37147
2122900,0,0,509000,0,0,0,0,659540,0,0,588930,365400
3784100,967040,99744,137090,227360,90821,87613,475910,192320,268550,790370,202120,245160
72773000,7285400,5720100,8714000,3937000,5073200,5887900,10189000,10082000,6885000,0,0,9000300
858180,0,0,74794,72942,0,0,122880,0,0,254200,333370,0
2795300,431440,317030,321910,165980,119760,99440,245210,219720,201170,262690,172140,238830
1208300,330350,159780,79918,279010,32792,12183,132080,103950,78268,0,0,0
5912100,471870,344970,358150,574950,373810,285670,726740,931340,698000,413090,421410,312060
950800,0,85801,0,83006,65573,41592,303850,370980,0,0,0,0
1109300,1087200,0,0,22175,0,0,0,0,0,0,0,0
1398300,210740,0,203360,67139,96994,79954,185400,226110,177920,96542,54163,0
11358000,1660300,1176200,1344700,583930,618430,766340,1049300,1105500,1180600,630410,676340,565930
5625100,513080,476190,341310,164050,294500,405080,544770,592220,517220,534890,697620,544220
10511000,1455200,1064600,975240,735060,450680,470990,1407400,1203700,939990,593010,683120,532150
317470,317470,0,0,0,0,0,0,0,0,0,0,0
1893000,193070,357120,63416,201100,46436,0,74598,531090,276620,41461,74239,33815
8889800,2197400,804970,693970,841900,489530,0,1487300,756680,0,1085900,532190,0
29225000,4506000,1629300,1737600,1500900,1226100,3071200,4509800,2247400,1990400,2357000,2496100,1953500
3759900,685810,524280,365580,321520,0,250170,624240,0,516860,124060,181540,165880
2340200,323340,224510,226300,176590,142220,125690,271120,241890,223800,128900,164650,91189
6012900,566810,601580,567000,333740,295840,324710,545270,560730,611980,522810,608990,473480
180530,0,180530,0,0,0,0,0,0,0,0,0,0
2864300,495900,373000,407070,193740,164500,172410,270440,307910,309350,47215,71747,51037
12416000,766540,1231400,1074700,913010,683010,719470,1038100,1514300,0,1941900,2533300,0
854760,248380,249310,138270,0,0,0,0,125250,93542,0,0,0
1595700,55060,280660,189260,191780,107390,75665,150260,59432,104940,66937,187710,126610
3770900,284520,862650,347950,607720,244490,143780,259420,227840,297280,245470,249760,0
1365900,0,0,173110,0,0,120220,0,0,0,595390,477130,0
23772000,2296600,1648000,1756200,1036400,930830,1174500,1731300,2132000,2047500,2882700,3432200,2703200
1167500,269950,195350,245240,63800,51834,46666,106990,100010,87683,0,0,0
1633700,159970,85836,104720,68169,59633,74425,166750,133220,165080,204240,216020,195610
172470,0,0,0,0,0,0,0,0,0,172470,0,0
728250,252100,0,0,111320,0,0,224290,0,0,140530,0,0
11762000,693400,403460,542910,729680,724000,847830,1519200,1742800,1760100,905100,1084100,809190
6606100,388370,409390,430230,295250,262220,271740,387770,517810,458630,1024000,1167400,993240
18978000,537280,782390,301470,2662300,801890,168500,1323600,7189200,5170800,0,0,40912
3123100,442270,376570,351810,184860,171060,208740,343340,344220,313160,129780,122250,135040
2285500,263980,343340,256610,278560,101230,89781,272540,156900,0,157360,229590,135600
1863500,389300,284500,289350,131670,78186,38370,191060,259130,201940,0,0,0
75422000,14151000,8120500,9516400,4768000,4229600,4936800,8102800,8183800,6416700,2484400,2835100,1677300
4922100,695950,594610,412590,361900,253250,314170,510580,589280,537470,378980,273280,0
16040000,2907200,1341900,1306200,1036500,928960,794750,1950200,2318600,1637700,728820,645710,443030
6579200,659510,616180,314360,538080,456740,170290,675370,1429600,1069700,240550,277560,131250
1141600,0,0,124280,171800,0,54318,0,276890,241640,109670,163030,0
3875900,439640,338780,488410,309370,192080,360090,644520,393910,346550,89965,140570,131980
2243100,510450,236600,0,78504,151730,0,115730,568410,524650,56993,0,0
1605500,314330,254100,222630,103410,76609,86042,141750,151220,147520,26166,42771,38950
30716000,4790200,2676800,1911500,1956600,1215800,1203200,4015000,3537000,2274700,2939900,2953500,1241300
263730,263730,0,0,0,0,0,0,0,0,0,0,0
3769700,223400,269470,0,238610,111220,69604,350030,413100,300080,977110,0,817110
591420,78719,94098,81092,53111,40604,28982,0,108100,51765,20297,0,34653
289510,0,0,84285,0,47263,0,0,0,0,0,157960,0
6413600,810910,472140,595800,509470,380930,388280,604070,664520,660680,439470,513250,374070
3048300,266190,180990,177540,137450,142350,127070,253820,300030,214540,411430,485440,351430
8761100,686630,611710,640400,610280,334510,649540,857070,1000800,1125200,662960,801090,780850
1188600,624820,240290,0,136160,0,0,187330,0,0,0,0,0
2474900,284610,181000,217890,145280,145180,164750,247330,317340,319610,137960,190280,123660
24201000,8932600,4035800,0,1897800,0,1851700,4098500,2631700,0,752840,0,0
4164600,0,764220,0,0,210420,206520,0,1263500,885990,0,536850,297190
1889600,392380,270750,235670,127840,101780,110400,203950,214290,192440,24702,0,15430
6671300,1221800,709550,653570,531740,370060,357660,879380,785420,732210,219550,210310,0
2583400,415010,357990,341630,139740,115380,129370,238100,189980,178960,169920,155770,151520
471910000,48735000,35185000,32937000,34810000,26414000,26037000,58939000,51979000,47892000,40432000,38406000,30145000
27944000,4255200,3153700,2914000,1455400,1220700,1510300,5859100,2614400,2479200,940140,827650,713800
13754000,2169800,1565200,1578100,978730,804440,799240,1385500,1242400,1226700,720880,715170,567960
4034500,544030,406600,296480,246650,110520,0,408260,307510,0,610860,584600,518980
1670700,238260,144880,147940,75025,67636,91794,130510,157190,125780,154980,188590,148060
2694200,177310,169380,165210,119600,112620,125880,224390,234070,245540,386460,394850,338920
29331000,1117400,1575900,218210,2139400,1495600,326550,1358800,13422000,7587300,38663,0,51296
84181000,9283400,0,0,7370100,0,6888900,12372000,11671000,13235000,8280700,8499000,6580300
3300800,845170,0,0,0,428710,738930,525850,399090,301790,0,61300,0
1421600,196740,117630,175340,105650,58547,66879,172860,135040,138140,87321,98680,68748
1508400,248680,148760,171390,103570,76236,94454,182290,158230,145350,63568,55961,59941
11146000,2917800,1197400,1703900,881280,559910,657580,1606400,0,1074400,0,547520,0
5915600,719460,604410,782840,623320,302630,132730,750640,673070,569100,255460,333900,168010
402030,231590,0,0,0,0,0,0,0,170440,0,0,0
6303400,1064600,733330,639780,584670,361450,445150,768270,733750,613370,0,207630,151370
3409400,451180,412370,268030,303320,135100,75298,408860,525300,317760,177570,194710,139930
1503000,166490,147780,80328,101510,93601,71654,142920,193060,169090,114600,130030,92007
291030,100130,106840,0,51709,0,0,16068,0,16287,0,0,0
1221000,303640,206720,210060,0,69306,51396,0,130200,96743,0,85642,67239
2241500,364940,309910,272100,168510,93483,101870,176970,247970,264640,93381,80644,67108
924780,347240,192310,0,110210,0,0,141080,133940,0,0,0,0
2914900,242040,276520,581290,228560,100460,155010,306960,125600,88388,256330,365690,188040
491410,80947,124590,0,29692,64265,0,51745,140170,0,0,0,0
3764700,269440,141560,183180,200990,177260,201150,346130,434900,320480,490860,525490,473260
4211800,940510,576700,0,94004,0,0,176870,966930,0,944810,512010,0
16124000,2740500,1636900,1649100,1140200,897640,1044900,1726600,1817000,1629700,601410,636470,603180
1109100,113110,54032,47323,52356,67773,44707,211620,119890,110260,102770,87070,98163
2339700,356910,244230,312060,121340,146200,150740,222430,210300,212320,134420,123320,105410
149830000,17516000,11227000,9047100,16344000,6645100,5216500,9285900,19788000,14444000,13633000,14259000,12427000
4345600,1342500,0,1599700,521680,0,0,0,0,881690,0,0,0
117610,0,0,0,0,0,0,0,117610,0,0,0,0
2894000,449500,338550,391270,228880,145660,0,333340,418470,392780,95995,99581,0
1320700,205030,130430,158180,97205,0,95148,0,157260,182890,0,137660,156900
4795600,357660,0,243970,415220,321710,408330,789580,714520,721210,278050,282130,263250
5862400,497180,439670,0,226650,0,0,391350,413100,368660,1282600,1113200,1130100
307650,0,0,0,0,0,0,0,0,0,0,167180,140470
1240200,382280,267490,333340,0,37870,69642,0,29429,36501,0,58049,25574
2535400,80792,0,87347,66999,117270,173030,281030,178340,307760,418420,514250,310130
14971000,1985100,1390300,1308200,643910,507980,655000,1177800,1074200,1015000,1762500,1865500,1585700
32059000,2765800,2548400,2487600,2059200,1833500,2131500,3670200,3872900,3635900,2272400,2702900,2078200
151300000,26417000,16979000,12551000,10965000,7051900,4395100,14636000,18582000,15304000,8744000,8793000,6883200
129560000,15980000,10496000,7563300,9764700,7032000,7297100,15962000,14055000,10862000,10411000,9400800,10741000
1008800,0,88355,108500,0,45742,0,126560,155740,136460,0,347420,0
74064000,12720000,10338000,11041000,4145000,4199100,4558400,6434200,7688500,7499300,1771500,2049900,1618800
17703000,1372500,1437700,1321800,896490,746370,962900,1672100,1640700,3160900,1453300,1646900,1391700
3349200,613090,612110,499090,144750,0,219760,423100,379680,412490,0,0,45167
93382,0,0,0,0,0,0,93382,0,0,0,0,0
12166000,842490,468200,558180,742360,645710,773660,1415900,1467800,1533500,1176000,1376000,1165800
4479600,649220,486810,459340,293420,264450,303500,426940,480400,475170,206500,244800,189060
941270,124150,50417,75158,51963,43807,82378,83998,56318,108960,88402,102120,73595
2329800,213020,173740,249180,214950,143070,157260,208340,226170,153130,192370,202160,196450
19280000,2736300,1516900,1874600,1330700,793110,1269600,2305700,2031300,2003300,1316100,1187100,915090
2889500,264310,186550,231900,0,147900,201770,355240,350840,348450,422170,0,380310
72666,0,0,0,60110,0,0,0,0,0,0,0,12556
299010,0,0,0,0,0,81923,0,0,131430,46087,0,39566
14497000,2078600,1273900,1031500,759670,789370,699490,1214300,2418400,2290300,628500,762060,551350
11054000,1094900,705740,1260500,920160,551200,629130,1519900,1148400,1004000,799350,887950,532870
604300,185490,134000,0,17200,51893,0,0,160660,0,55052,0,0
141310000,3383700,2589500,2729700,24502000,20570000,23304000,14693000,18442000,20604000,3597500,3676600,3213400
92333,28883,0,0,0,0,0,22720,0,0,40731,0,0
1330300,0,0,0,0,0,0,0,0,1330300,0,0,0
8509000,546880,423890,610200,426560,258050,562910,357090,284080,295140,1726000,1940200,1078000
3822600,524110,464580,514450,266760,166360,232450,297450,384060,0,300190,393440,278780
46944,0,0,0,0,0,0,0,0,0,0,0,46944
4628400,663360,0,388360,764190,473230,711940,510440,374270,629700,112890,0,0
712040,0,0,106070,0,0,78623,0,0,0,527350,0,0
697310,89200,80313,0,116920,46290,0,108010,204670,0,51900,0,0
561120,44326,31055,34731,88191,99683,144690,0,66252,52188,0,0,0
3194300,406260,418400,380440,289660,129880,41210,351280,477140,391690,84413,141810,82081
2885500,398790,316400,284330,145570,185920,182500,261690,309850,323580,148160,183840,144890
213030,94145,0,0,22198,0,0,52169,0,0,0,44519,0
104630,0,104630,0,0,0,0,0,0,0,0,0,0
3673200,527740,359540,369480,249570,233750,228260,383440,462630,348350,199070,151350,160010
397770,0,0,125670,0,85722,0,0,186380,0,0,0,0
2610200,339920,266880,290440,154400,188090,280440,338570,211040,323990,0,216390,0
25109000,0,0,0,0,0,0,0,0,0,0,13473000,11636000
17944000,1057300,1468900,1099100,1362400,1645300,796800,1504300,1930000,1821700,1561400,1986800,1710300
6278600,561760,315010,416840,395340,326420,413410,804520,751460,727960,542170,545560,478130
423460,0,0,0,66231,0,0,0,150860,152630,53736,0,0
117280,0,0,0,0,0,0,0,0,0,0,0,117280
2355600,133460,70124,116770,305760,196710,276300,288490,392880,361540,76247,82429,54884
16121000,1508700,1154600,1283300,1390400,3907400,546500,983710,1970300,950160,635500,647250,1143000
9477900,1517900,990630,2459600,0,461070,634200,789440,864580,968570,0,431530,360360
974030,39640,43063,109710,110970,58298,109040,163970,70146,56493,65732,89968,57007
1565900,249970,156480,157220,115730,91230,0,217940,203950,175020,124320,0,74050
1597900,117100,0,75178,90478,78458,49410,244970,198060,132750,195040,222620,193820
403550,0,172170,184420,0,0,0,0,0,0,0,0,46957
4343700,474470,367620,417110,244470,259640,265690,331540,505390,518010,268680,366900,324180
1071300,191310,139700,130460,162500,44001,36163,134310,138200,94625,0,0,0
7916600,847230,698690,953090,727960,547190,769590,1183300,791830,912680,167550,196610,120900
164640,0,64812,0,0,0,0,0,99824,0,0,0,0
509900,248210,0,0,127640,0,0,134050,0,0,0,0,0
3520300,853830,0,333670,351670,211020,126880,0,704210,575130,0,186430,177420
1617700,0,0,201770,193870,118100,0,261990,523880,318130,0,0,0
3156700,605200,496700,610850,144750,128280,109350,328560,355270,363450,0,14310,0
1582100,324100,295950,66659,123380,53313,0,94329,301190,172530,59567,56794,34333
1436000,353650,208950,242380,69131,55193,72903,155500,89001,120040,18521,33643,17075
3334500,452720,302670,269680,215030,251200,255670,292260,296980,325030,220030,218850,234340
129750,93600,0,0,0,0,0,36152,0,0,0,0,0
1143300,252670,228770,258560,168460,0,0,0,0,0,85369,61316,88131
2189000,45148,0,27220,438830,352330,321280,295250,338510,370430,0,0,0
8598500,713590,558390,597450,721180,582070,704270,1014400,1109000,916030,592850,592710,496580
18868000,2626700,1819100,2022000,1397100,1194800,847390,2369600,1400900,2238100,628730,1223500,1100100
910310,89411,130110,124530,96815,46891,69685,92890,76634,62083,38808,50034,32420
3089300,374210,237700,253210,273670,205000,241320,410990,417130,0,310320,365750,0
1551200,318230,176220,214470,94781,72553,88649,153550,125550,110810,55890,67186,73313
441160,84400,100820,0,169620,0,0,86321,0,0,0,0,0
3912800,466620,506690,422620,295640,172940,84144,269340,712660,589110,95690,172420,124970
13744000,1774300,1313800,1035200,678190,907030,934800,1684900,1695900,1813800,645670,704000,556060
1340600,307230,0,0,270700,0,0,563910,0,0,198770,0,0
49059,0,0,0,0,0,0,26965,0,0,22094,0,0
2125100,498360,198860,187920,136360,86338,62228,269340,272940,194820,84067,71739,62101
6304000,1228600,631740,713630,370840,267870,283920,519480,493960,542830,442500,460750,347860
2658600,0,235050,226410,0,0,188850,0,340460,241890,479990,550250,395730
17577000,2226500,1390000,1134000,1065900,734910,856990,1871400,1664100,1495700,1855500,1438900,1843600
320940,41464,0,0,36750,29419,45525,64802,0,55077,0,0,47905
6135000,949870,821670,833150,334150,349710,357880,578440,537290,500890,319800,322240,229930
14905000,1830200,1318600,1582500,1010300,858030,1072500,2273300,1518100,1273800,782800,729700,655110
19007000,2311800,1619400,1834200,1406400,1184900,1339300,2450000,1875400,1806000,1096300,1135100,947910
1986100,366920,204970,32020,64449,109290,42581,103340,445630,532130,42644,0,42118
1122400,176360,201800,181450,0,72200,88108,140390,159230,0,49622,53227,0
107500,0,107500,0,0,0,0,0,0,0,0,0,0
19116000,3604100,2547200,2272300,1420600,817100,472920,1820800,2024100,1870800,668950,923710,672960
6239900,1439200,546600,834630,631470,359040,0,1004200,543900,527790,353050,0,0
4824900,794520,144280,0,633800,213030,59323,526670,1829100,177270,325530,121430,0
2403500,301890,225870,192930,140530,160810,0,284200,306070,310610,218370,262240,0
3842000,0,51760,56561,593430,637440,432910,587710,747260,627900,40518,66482,0
3487600,434280,169250,279690,321800,232200,260970,370530,0,311390,341770,424160,341590
2587000,354700,215230,232720,199420,131740,117460,293260,339210,272920,117700,189520,123070
1302200,0,0,0,0,0,0,0,0,904170,0,0,398070
1360900,160290,80926,83743,63970,56911,61008,81474,140160,103210,159050,200600,169560
1528000,289580,167450,0,160360,134020,131100,216960,197430,170710,60398,0,0
4719700,633850,422090,465270,321410,320460,358870,552650,639810,610070,136260,127400,131580
299010,299010,0,0,0,0,0,0,0,0,0,0,0
13552000,1172100,813680,957300,730430,771820,823730,1511000,1706000,1523500,1155600,1304600,1082200
5647600,0,857500,937600,0,637170,619030,0,1267000,971500,0,206930,150840
1378800,169880,148400,147900,75202,62511,104080,126270,163100,120800,82540,105000,73098
8058300,1554700,704870,727770,944410,411490,399670,1141900,650280,694690,544430,284070,0
11697000,1146700,876290,1087700,622520,644570,578930,1083300,1288700,1004000,1179200,1182400,1002900
1278700,298240,0,226390,67847,43037,68763,98782,97278,66649,108450,111830,91399
2109400,242340,207510,223320,147320,95643,124860,231770,210690,186210,160320,172800,106580
2217700,210460,0,153130,131060,0,99452,322190,44818,150940,567280,280060,258290
3836200,374510,213830,237680,257990,152500,240650,480150,468990,418380,323910,345740,321840
11376000,1946200,1281900,1140000,1096900,468050,284250,1302700,1571300,1249900,664740,0,369770
11060000,1306000,1045500,1038400,932340,577830,690660,1471600,1392200,1205900,0,884940,514480
16993000,367970,241630,229630,2339500,2156000,2665500,3061600,3012800,2485300,157500,170100,105170
131940000,4410100,3783900,3946600,15540000,12906000,17303000,25121000,23906000,22835000,685060,859300,643620
927660,0,0,0,0,53930,0,0,402770,470960,0,0,0
238980,0,0,0,0,0,0,0,0,238980,0,0,0
17893000,2868100,1609000,1830800,1490700,832290,1177000,1894300,1606700,1516900,1079000,1069300,918830
521620,199580,0,0,107750,0,0,147620,0,0,66665,0,0
7676500,3357400,1033800,0,51555,394890,0,0,1241200,948010,634980,14767,0
5041700,861690,398290,454050,428260,323450,326750,826550,652540,0,394440,375660,0
1517000,172260,100410,166380,92525,58773,67118,155540,148710,167460,123090,160540,104230
163890000,24040000,12651000,17046000,9164300,6456500,8863300,15823000,18248000,18675000,11198000,12254000,9468600
2005900,411560,222340,149200,95107,117130,147410,114180,335320,250890,84923,77841,0
2672100,510730,335790,474960,218560,143490,220930,0,271250,429260,67124,0,0
83820000,10847000,8685800,7839500,5937200,3923600,4384100,8880400,8878500,8111000,5836500,6176000,4320600
22046000,2798400,2316100,2055300,1513200,1215400,854340,2287000,3208100,2679500,1008000,1322200,788540
3631700,811580,531030,485900,160050,157600,152270,310710,324980,305700,133870,131090,126930
9870000,1025700,666690,553640,638560,505390,430800,1337100,1243100,1144400,929570,797100,597850
4475000,242490,189230,197090,449090,418350,403960,763500,788200,759710,80417,118230,64707
3934600,0,390700,350460,0,140510,210060,499600,389170,426450,560370,510770,456520
1474400,272520,197030,175610,87618,80873,74762,168340,187820,145170,29237,32780,22621
641260,225320,0,0,148000,0,0,186770,0,0,81163,0,0
940030,180480,143120,0,70150,53132,56433,95629,132350,115170,47207,46359,0
7294400,738180,371220,489310,733380,414260,375460,1064400,831190,719300,581590,577740,398430
33856000,6143000,3313000,4540500,2659000,1951900,2782000,3097800,2699700,3341800,964230,1066200,1296300
4426300,629080,458510,498070,202460,221620,238680,443850,472340,473590,252290,283780,252000
2563100,114560,142290,144150,97682,84537,82513,156530,159600,125970,505380,589180,360720
32676000,0,11782000,0,0,0,0,0,11032000,9861900,0,0,0
1279100,141000,137880,143980,90835,71091,91987,134190,100820,0,125370,137480,104470
7105800,1049600,597920,552730,808350,349850,407880,1058100,697330,605250,428480,289250,261040
12243000,1076400,745270,894480,630330,576330,681190,960990,1113500,1157500,1449300,1503700,1453600
13798000,1283000,1173900,1039000,838500,420320,793760,983470,0,1313000,1918500,2125700,1908800
1214700,311310,0,195290,0,118110,136590,218370,0,0,69822,165200,0
14780000,2119000,1622300,1417100,1079300,744940,741750,1508400,1260700,1011000,1005100,1144100,1126100
85654000,2955600,5301100,3844100,2693600,2326100,3865200,6265400,3676500,2339900,17342000,19865000,15180000
380320000,29966000,15567000,15221000,20232000,17039000,12634000,32888000,38404000,25053000,75060000,61236000,37025000
2207300,450570,258530,292310,126090,93665,115760,262420,232420,165590,75052,56238,78677
4884200,300080,279980,196300,281210,141240,209430,423630,267150,298120,922760,766760,797530
1936500,392150,228640,209710,345180,0,114000,0,320170,189140,0,137500,0
79441000,9415900,12205000,7356200,8247800,3384000,4105700,7575700,7400400,6188200,4828000,4057900,4675900
1328300,181020,158070,152950,123380,82432,71084,162980,155380,96505,0,144530,0
1850900,303390,125830,125920,128270,102030,117850,221490,205290,193870,139240,107210,80541
9089100,511520,1741900,762680,1018400,542700,496110,845260,428290,787280,500790,780740,673500
1038800,238620,74861,125280,95171,48524,53557,156610,76018,68706,0,57507,43941
10786000,1850100,814400,519650,950110,494000,490410,1355200,1079700,810050,936360,839360,646420
1893600,274410,159580,162470,91496,96279,147140,212150,177170,231620,123330,98675,119310
16119000,2149300,1869900,1643800,984430,960880,965770,1758300,2071400,2026100,566220,636930,486410
2252900,407580,291720,0,215870,0,197250,380880,369580,235170,154820,0,0
8043600,381910,433630,481070,589390,332320,513720,1588600,609320,392890,1005900,1056700,658110
2677500,422700,192960,227640,209200,220840,0,325400,435830,0,367460,275450,0
2321900,0,32371,0,261520,352510,495570,508670,382980,288270,0,0,0
306450,60738,0,39557,36877,0,39525,94317,0,0,0,35436,0
6182200,1679000,923310,468520,275780,366000,250710,253830,1138200,587650,0,239210,0
80191,0,0,0,0,0,0,0,80191,0,0,0,0
1181800,108010,97623,103720,104600,59593,0,272410,96858,0,181870,157070,0
1965100,619030,237530,0,26050,90885,49769,0,359860,483970,55145,0,42880
495590,142560,0,0,69147,0,0,215550,0,0,68331,0,0
11751000,1198500,1069700,925390,546950,503560,593810,916460,1204500,1009100,1270800,1296000,1216600
105260000,2600000,2764500,4429800,13118000,11864000,15061000,28720000,13406000,11624000,440000,754710,480830
113100000,1804400,3534700,2140500,13771000,9970600,12920000,13655000,27494000,26567000,786220,455700,0
5149200,646890,428950,367300,547330,397760,0,813800,770150,374190,504510,298270,0
837730,59531,107240,38052,49974,41220,50003,74085,104820,67959,87657,66322,90873
15332000,1698700,2422400,1900600,1355200,798760,915770,2929600,1587900,962870,288170,308600,163470
734640,46440,78867,77232,33920,37438,67340,97644,50413,34662,57918,91234,61531
315790,0,0,224290,0,0,45886,0,0,0,0,0,45614
7465500,984000,1125400,546170,784810,269320,0,620340,1548700,1010800,142690,268490,164750
18281000,2662800,1857900,1970800,1142300,1033100,1332600,2265200,1548500,1667200,873530,1002500,924860
839500,181710,109370,131970,57920,48943,71600,111560,94655,0,0,31774,0
7402500,796170,639310,811770,393590,380370,506760,776980,705630,747130,618810,541100,484840
4129300,781810,385790,342230,434130,160410,156710,596230,430660,268580,293740,279060,0
556720,108350,0,0,97807,0,0,203250,0,0,147310,0,0
145770000,20081000,11834000,7395500,8568800,4811600,3580300,13152000,14038000,11791000,19949000,17661000,12905000
848930,0,293620,0,0,84752,0,0,470560,0,0,0,0
6217800,630360,864200,772170,705110,260740,87262,698570,729130,394270,267970,592680,215320
2816700,516340,294110,227570,207100,167520,236630,301640,419130,370080,0,76577,0
6688500,949730,674150,552010,548310,397260,413210,1044800,634470,591150,436000,234520,212860
3636300,737930,407590,430070,189390,153400,209360,487230,223390,160220,241620,250720,145400
1201200,291980,75634,62898,130690,34327,0,130640,203810,137980,90667,42570,0
10818000,1091000,974160,833310,860030,579930,763290,1131400,1190900,1039500,1152400,1202100,0
326770,0,0,0,161430,0,0,109720,0,0,55623,0,0
1333800,86124,119550,158090,73278,66140,85115,142390,72859,67489,117500,181890,163390
8550300,1113600,889180,1062300,486580,483480,653950,764460,788610,788370,311550,878450,329760
1109200,67327,55241,91140,71622,19469,0,124210,65031,0,161390,243860,209940
1305700,257350,231540,210760,92227,77573,56149,166150,132260,81690,0,0,0
3118900,193090,341090,255050,99103,96927,115910,214290,104080,149370,453390,598350,498280
2113900,704600,0,0,279060,0,0,324250,0,0,806040,0,0
2139700,1067400,385900,0,89677,0,0,188110,0,0,253950,0,154650
476540000,30395000,20947000,26273000,30593000,21095000,25521000,57546000,37544000,32000000,63399000,72043000,59179000
2043200,160350,214550,221760,112120,91988,117480,224750,112930,0,270580,266410,250240
7053400,384910,182980,0,1107800,748160,1278900,821750,875220,630400,280060,384710,358620
3341100,566030,527780,396010,317890,141590,161330,370470,412060,200910,97892,94291,54869
915200,915200,0,0,0,0,0,0,0,0,0,0,0
4806800,620910,313060,318200,583700,309640,204140,683140,467680,402920,393600,310180,199610
1697200,403590,147570,151870,207170,0,96328,271710,268170,150820,0,0,0
1062200,0,0,107080,169790,0,0,171970,0,0,0,314720,298650
1215700,95592,90950,75105,90106,67062,44369,146790,305590,218030,46486,35606,0
15108000,2386200,1380000,1430500,1324700,895250,767710,1859700,1525000,1241600,929200,908920,458930
3996500,247680,171500,222340,253810,196940,458210,280640,232300,198550,591140,598230,545180
8052700,1473400,748530,795120,483910,427810,451420,788670,624830,700680,552310,484640,521370
2685800,408710,336340,274040,179520,94989,131480,195490,215580,176600,269500,240680,162860
8676000,1320400,932040,1013700,589200,427830,448140,962080,935420,939370,334770,453710,319270
2278600,260840,244390,328320,126070,93562,168380,288810,173460,96647,140820,203800,153550
39526000,7169000,3676300,3022600,2967400,1704900,1776800,5459600,4277800,3966900,2275300,1765400,1463600
1288400,99477,56909,51911,56103,43169,50121,88552,107070,125910,204340,233250,171560
5081900,1256200,868480,1145600,212720,196680,157740,251300,0,288570,165360,290640,248680
5792100,409880,425970,346200,536670,239930,290950,335230,0,487350,886220,1061200,772450
7126600,1010300,585750,591730,488520,454740,318080,561530,628910,607680,610510,669480,599390
2939900,594070,369040,315800,190670,130040,129280,440760,331800,387780,0,50709,0
507470000,30102000,16853000,17942000,27701000,27316000,27286000,58194000,55780000,55913000,64445000,66815000,59123000
878010,180200,61611,0,0,49993,0,0,284570,301630,0,0,0
17433000,1717700,1449500,1472400,1358500,934380,1357600,1838100,1797600,1572300,1362600,1304500,1268000
11411000,1007100,807130,942900,706760,643500,749440,1163100,1002300,1196300,1071200,1239000,882030
38096000,6194300,3103600,3220000,3375600,2086700,1865800,4591500,3771900,2955600,2386500,2708300,1836200
2505900,185670,348950,0,205180,0,0,0,704260,1010600,0,51197,0
0,0,0,0,0,0,0,0,0,0,0,0,0
5468800,353040,421400,222580,974040,294260,86304,497680,1382200,814060,155190,162240,105770
997750,128620,89410,60126,75757,33580,0,93170,105770,0,174300,237020,0
28295000,1943700,1390400,1715400,1074200,891440,945440,1530600,1502900,1328100,5509300,5817900,4646000
187130000,16819000,6173400,7266200,8952900,10072000,11487000,20727000,15956000,14229000,28060000,27804000,19584000
100700000,8253800,4246400,3629900,11082000,5039700,3459500,10528000,14480000,16082000,8158300,6594900,9147700
430660,0,67908,0,0,0,0,0,120680,242070,0,0,0
34622,34622,0,0,0,0,0,0,0,0,0,0,0
89762000,30119000,11802000,10900000,6492900,6454100,5962600,0,0,0,7132700,6313900,4584400
9162700,756180,415170,368250,505560,382730,293920,880780,863690,868490,1319600,1340600,1167700
7900700,1342400,570280,643200,866680,364160,465480,936440,880860,773680,419780,356520,281210
4963200,775010,0,158350,635180,0,126790,781030,238870,313070,847240,542830,544820
5119100,894150,378360,553050,351400,270690,326410,570100,673560,717090,130340,141630,112350
3414200,199160,102190,160830,125050,124300,111950,279050,250680,213930,728860,621390,496810
157190000,13840000,8905900,7889100,13982000,9929900,9035100,21811000,16835000,15186000,16756000,18014000,5004900
696230,476620,0,0,219600,0,0,0,0,0,0,0,0
7521600,1736700,915030,859320,511490,324910,267800,824340,805400,595300,458330,223010,0
5956500,1234900,847450,882790,0,0,0,292020,282850,0,695170,798340,923000
921360,748270,0,0,94943,0,0,0,0,0,78147,0,0
10709000,1319300,847210,680140,995750,820990,884870,1193500,1253600,1353300,0,683850,676160
18033000,1255600,1945200,2070000,1379900,921910,1265100,3515500,1367900,988840,888200,1441400,993750
