K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
8.109567,7.946998,7.92648,7.842544,,7.931873,,8.166563,7.154305,,7.933119,,7.350419,8.122855,7.771779,,7.973594,,7.662046,7.889677,8.072724,7.152768
6.656927,,,,,,,,,,,,6.981492,,,,6.947625,,,,7.310743,
8.906702,8.985501,8.399169,8.604878,8.183083,8.48177,9.185206,7.829764,9.129539,8.643323,7.240474,8.237698,8.157017,8.129939,8.296856,8.7266,8.820145,8.250741,8.854352,9.108379,8.564232,7.679303
7.289017,,,,,,,8.101999,,7.591337,,,,7.879974,,,,,,,,
8.1343,8.241451,,,,8.271757,7.998772,8.666993,,,7.707447,,7.935517,8.117284,,,7.320758,,,8.149518,8.159791,
7.227802,7.715333,7.754731,7.805391,7.344022,8.021989,7.125463,8.231187,7.938415,7.682582,7.946237,7.429339,7.885204,8.265343,8.02928,7.448677,7.957976,7.546765,7.531398,8.114814,8.070462,7.621337
8.316063,8.018413,7.821415,8.353075,,,,,8.205875,,,8.416267,7.669232,,,,7.980691,8.017814,8.060591,8.0198,7.948828,7.822025
8.092637,8.205222,7.580017,,,8.666365,8.246336,8.652396,8.529596,8.290568,7.297069,,7.44508,8.025498,,,7.320758,,,,7.693844,
7.271069,,,,,,,,,,,,,,8.072169,7.317133,,,,,,
7.690585,6.730064,,,,7.75224,7.36705,7.907468,7.915243,,,,7.335644,,,,,,,,7.269763,
7.067151,,,,,,,,,,,,,,,,,,,,,
7.346476,7.490454,,,7.453624,,,7.420432,,7.586924,,,,,,,,,,,,
7.88537,7.752352,,,,7.843705,,,,,,,,7.582591,,,,,,,,
8.532301,8.095342,7.65955,7.598896,7.989422,8.129391,,8.117797,7.66636,7.592377,7.909499,,,,7.388869,,,,,7.86397,7.538725,
,,,,,,,,,,,,,,,,,,,,,
7.037059,,,,,,,7.156302,,,,,,,,,,,,,,
8.46002,8.227684,,,,8.377517,8.393068,8.529803,7.646861,8.010471,,,8.063668,8.345359,8.155499,,7.555638,,8.598804,8.059302,8.456986,8.093614
8.273742,8.041534,7.422607,,7.75879,8.267602,8.085837,8.010029,8.208167,7.94288,8.101709,,8.049318,8.189446,7.922369,,7.802592,,8.058828,8.150539,7.694886,7.979946
8.301554,8.245748,,,,8.377517,8.393068,8.529803,7.646861,8.010471,,,8.063668,8.505235,8.155499,,7.555638,,8.598804,8.059302,8.308489,8.093614
7.190633,7.218931,,,,7.662165,,7.502763,7.880071,,,,,7.828226,,,,,,,,7.6286
8.078617,7.785318,7.48067,7.272068,,7.935995,,8.037297,,,,,,,,,,,6.508512,7.537702,7.999684,
7.457193,7.670259,,,,7.626726,,7.598462,7.566002,,,,7.021313,7.402671,7.620438,,,,7.451678,,8.04106,
7.457193,7.597653,,,,7.626726,,7.598462,7.566002,,,,7.021313,7.435823,7.666033,,,,7.493862,7.458332,8.061744,
7.807598,,7.61235,,,7.82785,,8.037297,,,,,,,,,,,,,8.010933,
7.364764,7.087427,,,,,,,,,,,,,,,,,,,,
,7.922728,,,,7.626726,,7.598462,7.566002,,,,7.021313,,,,6.843032,,6.721344,,8.030568,
8.636351,8.292751,7.085567,,,8.377517,8.393068,8.357756,7.827958,7.898451,,,8.063668,8.37919,8.039155,,7.555638,,8.476697,7.928657,8.344124,8.032705
7.081092,7.251052,,6.768823,,7.849922,,7.312189,7.53211,7.724954,,,,7.153294,,,7.003875,,,,,
7.987722,7.923099,,,,,7.809035,,7.908637,,,,,,7.697746,,7.711669,,7.878546,7.68954,,7.632781
8.643587,8.402653,,,7.618307,8.355435,8.407283,8.537359,8.384886,7.897518,7.198499,,8.191046,8.435306,8.090465,,7.550061,,8.751892,8.062435,8.421134,8.051466
8.372364,8.424682,,,7.575238,8.348188,8.410694,8.449938,7.901829,,7.255101,,8.191046,8.557593,8.090465,,7.539124,,8.289144,8.094163,8.298392,8.031272
6.897952,,,,,,,,,,,,,,,,,,,,6.979434,
8.968582,8.829238,8.394049,8.636912,7.765644,8.307395,8.734729,7.586205,8.576529,8.316824,7.540194,9.03272,8.450488,7.932061,8.46456,8.22306,8.627866,,8.804371,8.723899,8.487681,8.534548
7.170929,,,,,,7.254312,,,,,,,,,,,,,,,
7.592427,,,,,,7.542603,,,,,,,,,,,,7.795034,7.607376,,7.01348
7.945198,7.92565,,,,7.928013,,8.202866,7.416379,,8.023884,,,7.83908,7.780784,,7.789822,,7.357803,8.084162,7.831032,
8.019225,,,,,,,,,,,,,7.399924,7.779921,,,6.618025,,7.621756,,
6.927496,,,,,,,,,,,,,,,,,,,,,
7.785078,7.385802,7.512,7.606971,,,,7.363168,,,,,,7.699942,7.714351,,7.280367,,7.750567,7.641299,7.700138,
7.998321,8.022515,,,,,,7.76274,,,,,,7.985743,,,,,7.695628,,8.113709,
8.164817,7.616,7.801828,7.768746,7.29447,7.866449,7.345016,7.640727,8.039215,7.813594,,,7.770139,,7.568231,,,,7.603844,7.60428,8.067511,
7.459827,7.440053,,,,7.243492,,,7.455613,,,,,,7.142025,,,,,,7.692657,
7.702822,7.395233,,,,6.775964,,7.668109,,,,,,,,,,,,7.240972,,
,,,,,,,7.136041,,,,,,,,,,,,,,
7.227253,,,,7.458717,,,,,,,,,,,,,,,,,
8.076071,7.825449,,,,8.05046,8.19179,8.499516,8.016828,7.845009,8.171289,,,8.395758,7.96018,,8.114411,,8.132432,8.613011,7.875783,8.001056
8.265413,8.108751,,,,7.973727,8.19179,8.787881,8.016828,7.845009,8.171289,,,8.395758,7.96018,,8.114411,,8.132432,8.370189,7.875783,8.001056
8.031881,7.872489,,,7.256075,8.054852,7.811603,8.247511,8.357427,6.877878,7.681941,,,8.311859,8.014555,,7.916943,7.206611,7.9263,8.091554,8.106902,7.303247
7.513559,,,,,,7.442506,,,,,,,7.493129,8.323195,,,,7.386832,7.515669,7.757381,
7.736378,,,,,8.000373,,7.583185,,7.199927,7.592095,,,7.018516,,,7.246167,,,7.67075,,
8.021599,8.108751,,,,8.066903,8.19179,8.503471,8.016828,7.845009,8.171289,,,8.15026,7.96018,,7.853645,,7.913946,8.328302,7.777842,7.716094
8.116008,7.851887,,,,8.163179,7.935772,8.377527,7.791493,7.845009,7.909034,,7.075832,8.201972,7.96018,,7.861513,,8.021679,8.312826,7.683997,8.001056
7.654842,7.696411,7.176873,,,8.558504,7.602158,8.383831,,,,,7.508459,7.38038,8.093213,,,,7.56991,7.572802,7.257294,7.664921
8.222501,8.096981,,7.388381,7.262627,7.945536,8.355495,7.657932,8.050556,8.107866,,,8.183609,8.074088,7.873836,,7.806274,,8.192841,7.920923,7.978457,8.004677
8.301968,8.184859,,7.388381,7.262627,8.171764,8.324849,8.44982,8.106091,8.229928,8.171289,,8.197473,8.209469,7.904565,,7.996747,,8.270161,8.283995,7.946854,8.017198
7.996879,,,,,,7.784428,,7.102067,,,,7.983447,7.333648,7.947264,,7.851946,,7.928816,7.712548,7.75983,8.035554
8.392584,8.514334,8.331034,8.206622,8.261034,8.269908,8.575184,,8.344449,8.228887,,8.301965,8.281327,,8.132645,,,,,,8.378209,8.25531
8.278747,8.171606,,7.388381,7.262627,8.186145,8.307863,8.379102,8.151608,8.14884,8.171289,,8.148815,8.278634,7.968043,,8.04463,,8.38012,8.441268,7.994839,8.005641
7.745424,8.097869,,7.003141,,,7.899875,,,8.508655,,,,7.411458,8.216215,,,,,,7.719108,7.611321
7.875167,7.733234,,,,,,,,,,,,,7.800907,,,,,,7.822187,
8.261035,8.176242,,7.294508,7.262627,8.214523,8.34255,8.540051,8.259005,8.343363,8.171289,,8.096302,8.278634,7.827406,,8.04463,,8.247907,8.441268,7.902221,7.9588
8.244812,7.861742,,7.413612,,8.399644,8.103066,8.787881,8.262379,8.622933,8.171289,,7.746755,8.14993,7.918918,,8.132205,,7.941529,8.331518,7.721921,7.754151
7.993626,7.809281,,,,7.928013,,8.013067,7.416379,,8.023884,,,7.83908,7.780784,,7.789822,,7.357803,7.938161,7.663588,
6.820935,,,,,,,,,,,,,,,,,,,,,
7.938626,,,,,,,,,7.199927,,,,7.291323,,,,,,8.170691,8.170018,
7.793629,7.619465,,,,,7.648196,,,7.642142,,,,,,,,,7.7308,,,
7.213078,,6.998447,,,,7.849889,,8.176089,7.199927,,,7.695898,7.274056,7.911321,,,,,7.871196,,7.758462
7.692066,7.776931,,,,,,,7.841573,7.416083,,,,7.444454,7.769616,,,,7.60801,,8.209509,
8.395186,8.108751,,,,8.429932,8.19179,8.787881,8.016828,7.845009,8.171289,,,8.395758,7.96018,,8.114411,,8.132432,8.613011,7.875783,8.001056
7.572996,7.129131,,,,7.517821,,7.371769,7.592983,,7.451491,,,,,,,,,7.38406,7.32876,
7.911574,,7.81277,7.924073,5.598446,,,,7.834184,7.529028,,8.305097,7.622289,,7.529008,7.868017,7.727237,8.069454,7.566336,7.529036,,
8.591419,7.863053,6.495192,,,8.046543,7.807773,8.051199,8.025252,7.260503,7.577601,,7.868906,8.165689,7.792734,,7.713197,,7.816193,7.84081,7.775318,7.198832
7.690664,7.446141,,7.233051,,,7.55011,,7.481282,6.997943,,,,,,,,,,,7.096007,
7.745952,7.388304,,7.27867,,7.188629,,,7.347441,,,,,,7.790798,,,,,7.164965,,
8.504907,8.003201,,,,7.965309,7.841765,8.077431,7.863726,,7.411708,,7.976625,8.415307,8.048535,,8.011463,,7.977069,8.130932,8.071012,7.198832
7.535602,,,,,,,,,,,,,,,,,,,,,
7.517474,,,,,7.209957,,7.20959,,,7.488521,,,6.870423,,,,,,7.069558,,
7.508108,,,,,,,,,,,,,,,,,,,,,
7.013285,,,,,,,,,,,,,,,,,,,,7.643257,
7.448108,,,,,,,6.864618,,,,,,,,,,,,,7.406077,
7.689507,7.388304,,7.27867,,7.188629,,,7.347441,,,,,,7.790798,,,,,7.164965,,
6.745379,,,,,7.582644,,,,,,,,,,,,,,,,
7.614699,,,,,,,,,,8.061436,,,7.830333,,,,,6.925521,,,
7.47441,6.932018,,,,,7.557279,,7.486577,7.557542,,,8.163633,7.727866,8.297149,,7.591118,,8.107325,7.819653,,8.280155
7.542261,7.493568,,,,7.353252,,,7.32193,,7.151359,,,,,,,,,,,
8.591419,7.863053,6.495192,,,8.210736,7.807773,8.051199,8.025252,7.260503,7.592157,,7.868906,8.415307,8.021216,,7.968925,,7.816193,8.173935,8.005343,7.198832
7.747492,,,,,,,,7.76048,,,,,,,,,,,7.747389,7.918111,
8.353619,,,,7.744857,,,,,,,,,,,,,,,,,
,,,,,6.990662,,,,,7.514173,,,8.175131,7.566632,,7.325884,,,,8.0096,
7.115097,,,,,7.192725,7.152761,,,7.403611,,,7.137707,,,,,,,,7.137919,7.04995
7.945039,,,,,,,,,,,,,,,,,,,,,
8.309733,,,,,,7.502651,,8.048914,,7.910708,,,7.220808,,,,,,7.956223,,
8.528546,8.290839,8.555958,8.382961,7.757989,8.440929,,7.539752,8.007669,7.818941,7.968465,7.646133,7.417805,7.943599,7.58827,,7.935274,,7.645886,8.173519,8.116049,8.099662
7.141183,7.467521,8.028148,7.758026,,7.654227,,8.021438,,,,,7.881875,7.995293,8.196232,,7.387133,,7.75699,8.023203,8.134983,
,,,,,,,,,,,,,7.395778,,,,,,,,
7.005325,6.991176,,,,7.389526,,6.517884,,,,,,7.101609,7.576797,,,,,7.284444,7.401843,
7.649462,7.725495,,,,8.048733,7.399744,7.817249,7.744584,,,,,7.462541,,,,,,,,
,,,,,,,,,,,,7.681157,7.325824,7.912258,,7.264416,,7.343463,,,7.780102
9.567528,8.905871,8.435596,9.38769,9.52121,9.085735,8.967223,8.696339,8.956272,7.653447,9.415692,8.246653,,9.566408,,,,,,,,
8.331386,7.714293,8.570625,8.482052,,9.00279,9.155635,8.714419,9.224783,7.839946,8.405208,8.254856,,8.567627,8.501242,8.283359,8.353673,8.063473,,7.730738,8.627327,
9.747403,8.897714,9.413551,9.38769,9.993213,9.474634,9.299037,9.505082,9.276885,9.514782,9.876409,8.515956,7.868017,9.566408,9.243559,9.218136,8.681198,8.781296,8.502547,8.912746,9.385795,8.741286
7.346429,6.912917,,,,7.777032,,8.123167,,8.202927,7.574864,,,7.715045,7.742392,,,,,,7.592141,
8.838512,8.878261,9.194248,9.090712,8.898765,9.123928,8.899562,9.091706,9.027652,9.092697,9.299836,7.571662,,9.502929,8.914745,9.145541,8.438505,8.840773,,8.981093,9.284754,8.528375
7.960636,,,,,,,,8.062524,,7.565613,,,,,,,,,,,
7.296144,7.576295,,,,7.951626,,8.195028,6.469034,8.202927,7.586041,,,7.546756,,,,,,,7.566681,
8.713111,8.577431,8.55693,7.965469,7.966355,8.501524,8.347586,8.676041,8.675979,8.177875,8.45042,8.409586,7.093492,8.353402,8.687636,7.764038,7.894285,7.692058,7.888221,8.231967,8.332429,7.077784
7.721728,7.936817,,,,,7.60561,,8.012889,7.693827,,,8.121016,7.877427,7.858689,,,,7.28485,,7.97745,7.353072
7.729995,,,7.687327,,6.976402,7.682198,7.104614,7.29123,,,,7.261074,7.852199,8.171277,,7.705764,,7.923655,7.723678,8.00065,7.68433
7.426363,7.620305,,,,7.794836,,7.679939,7.760204,,,,,7.656809,,,,,,7.818925,,
9.111694,8.703338,9.06073,9.123897,8.830832,9.268241,8.859696,9.298238,8.885949,9.037662,9.253324,8.373729,8.267525,9.108374,8.914745,8.907748,8.438505,8.702561,8.86411,8.981093,9.071265,8.528375
7.787365,7.795293,,7.687327,,7.230957,7.368562,6.867742,7.477964,,,,,7.820951,7.308675,,7.264449,,7.791792,7.670261,8.071875,
7.876583,,,,,7.437129,7.827197,6.767224,8.357515,,,,,,,,,,,,,
8.305068,7.904396,,7.741491,7.834967,7.802829,7.833303,7.235541,8.140869,7.031689,,7.495903,7.79568,7.722737,,,7.711676,,7.815523,7.47933,8.140533,7.824093
8.707423,7.548115,8.411552,7.576112,8.815975,8.806506,8.907107,8.797021,9.044279,8.35276,8.467181,7.321079,,9.079161,,,,,,7.273161,,
7.17202,,,,,,,,,,7.808236,,,,7.503984,,7.492882,,,7.678782,,
,7.091914,,,,7.299324,,,,,,,,,,,,,,7.257426,,
8.120445,,,,,,8.018146,8.178126,,,,,,,,,,,,,,
7.097911,,,,,,7.216804,,7.612925,,7.130996,,,7.19145,,,,,,7.378226,7.31935,
7.998816,8.045917,,,,7.97026,7.764371,8.336238,8.035474,,7.781705,,7.483222,8.125844,,,7.785887,,8.062806,7.965093,7.77725,
6.996201,6.832326,,,,,,7.949792,8.015811,,,,,,,,,,,,,
6.815526,7.960609,,,,,,,,,,,,,,,,,,,,
7.188602,,,,,,,,,,,,,8.472359,,,,,,,7.44448,
7.391182,7.420892,,,,,7.537739,6.840636,,,,,,,,,,,,,,
7.464108,,,,,,,7.999454,,,7.765121,,,7.636802,,,,,,,7.074206,
7.295125,,,,,,,,,,,,,7.585634,,,,,,7.679323,7.565971,
7.438291,7.830915,,,,,7.662406,,7.621252,7.769535,7.850369,,,7.220808,,,8.071002,,,8.014457,8.17336,
8.123875,,,,,7.787469,,,,,,,,,,,,,,,7.734946,
7.56008,,,,,,,,,,,,,,,,,,,,,
7.971235,7.805099,,,,7.720923,7.561362,7.626721,8.014367,7.248225,7.431082,,6.956442,7.727933,7.448797,,,,7.55405,7.617973,7.814751,
7.80031,7.663059,,,,7.64035,7.867686,7.838102,7.795572,,,,7.625966,8.172178,7.592393,,7.97637,,8.064482,8.230174,8.031216,7.844539
7.585032,7.672017,,,,7.624813,7.592879,7.451817,7.82585,,,,,8.105209,7.25117,,,,8.166053,8.189472,7.557369,
7.700042,7.724996,,8.08359,,7.526756,7.539663,7.412528,7.785813,,7.675224,,8.241789,8.360784,8.030787,,8.305832,,8.522554,7.583222,8.021128,7.844401
7.970108,8.293078,,,,8.398243,7.873474,7.688567,7.602203,7.860136,7.953722,,7.838939,8.454527,7.781096,,7.97637,,8.151817,8.478409,8.176964,7.844539
8.118862,7.906068,,8.08359,,7.97982,7.929362,7.848357,8.126736,,7.863312,,8.056816,8.417733,7.954017,,8.12643,,8.263848,7.740827,8.131882,7.844401
8.207192,7.906068,,8.08359,,8.455077,8.202677,7.848357,8.113673,7.860136,7.910866,,8.056816,8.36478,7.911715,,7.984673,,8.263848,7.858732,8.087114,7.844401
8.090758,7.787568,,,,7.97982,8.019039,7.731165,8.038807,,,,7.727999,7.603391,7.46575,,7.815312,,7.532689,7.73758,7.567656,
7.96787,,,,,,8.055827,,8.283072,,,7.907192,,,,,,,,,,
7.209945,,,,,,,,7.262162,,,,,,,,,,,,,
7.880205,7.210298,,,,7.609288,,7.737046,7.767662,,,,,,,,,,,7.48245,,
7.975586,,,,,,,,,,,,,,,,,,,,,
7.366294,7.392025,7.5901,,,,7.772469,,,,,,,,,,,,,,,
7.82843,,,,,7.65762,8.024148,,8.219295,8.019248,,,,,,,,,,,,
7.796088,7.701497,,,7.436605,7.939934,7.822721,7.977685,8.100792,8.209709,,,,,,,,,,,6.918381,6.729532
8.251277,7.021146,,,,6.971326,6.905772,,,,7.193618,,7.559363,7.745965,,,,,7.639107,7.565189,6.911561,7.554139
8.021966,,,,,,,,7.936655,,,,,,,,,,,,,
7.688156,,,,,,7.899708,,8.094842,,,,,,,,,,,,,
7.443748,,,,,,,,,,,,,,,,,,,,,
6.800395,,,,,,,,,,,,,,,,,7.82444,,,,
7.613199,7.400564,8.598082,8.434207,7.981544,7.614919,7.138805,8.008619,,,7.6601,7.468561,,7.870134,7.840038,8.030021,8.265747,7.791124,,7.821203,7.616468,7.625386
7.041701,7.538646,,,,,,,,7.853477,,,,,,,,,,,7.156057,
7.919823,,,,,,,,7.955182,,,,,,,,,,,,,
8.033553,7.73631,,,,8.398243,7.873474,7.838102,,7.860136,7.953722,,7.838939,8.454527,7.781096,,7.97637,,8.151817,8.207344,8.176964,7.844539
7.474186,,7.895644,7.874463,7.671192,,,,,,,,7.299531,,,7.812514,,7.770365,7.337339,7.483465,,
7.795479,7.707302,,,,,,,7.434524,,,,,7.778419,,,,,,7.832093,7.703941,
8.997717,8.505379,8.273954,8.241429,,8.668247,8.101454,8.205395,8.576177,8.146399,7.680946,7.606725,8.24588,8.358395,8.333774,,8.327135,,8.33585,8.522741,8.251011,8.274507
7.083598,7.4557,8.194637,7.914844,7.928968,,7.602211,,,7.62973,,8.292744,,,,,,,,,,
8.997717,8.456911,8.255021,8.151012,,8.668247,8.101454,8.205395,8.576177,8.252734,7.670024,7.606725,8.149416,8.358395,8.26482,,8.173875,,8.250627,8.32753,8.035938,8.254195
,,,,,,,,,,,,,,,,,,,,,
6.951707,,,,7.679607,,7.533242,7.763421,7.755397,,7.496309,7.334572,,,,,,,,,7.148168,
7.33861,,,,,,,,7.434524,,,,,7.630348,,,,,,7.513461,7.546827,
7.933656,7.893379,,7.552419,,7.549179,,,7.291902,7.853648,7.310149,,,,,,,,,,8.056908,
7.391615,7.658781,,,,7.454341,,,,,7.414726,,,7.4487,,,7.567362,,7.750066,7.773812,,
8.614152,8.432868,7.992215,8.030624,7.910102,8.481246,8.644244,8.277568,8.61623,8.685048,7.140262,7.963839,8.248109,8.228274,8.42621,7.619888,8.578385,7.734954,8.515841,8.209899,8.433949,8.529738
8.52894,8.549382,7.703412,7.884033,7.688329,8.366114,8.546067,8.282709,8.574322,8.739232,7.140262,7.993966,8.370956,8.50888,8.710319,7.826793,8.578385,7.734954,8.5001,8.492949,8.517027,8.487545
7.443456,7.102124,7.179624,,,,7.615313,,,,,,,,,,,,,,,7.532434
6.848784,,,,,,,,,,,,,,,,,,,,,
7.286714,,,,,,,,,,,,,,,,,,,,,
7.382146,7.983071,7.205622,,,,,,,,,,,,,,,,,,,
7.839487,7.829969,,,,8.098753,7.553322,8.158153,7.419051,,,,7.908963,8.530716,8.078927,,7.999876,,8.083803,8.497702,8.336853,
8.617166,8.834683,,8.184914,7.87955,8.750261,8.950762,8.558791,8.689932,9.057498,7.140262,7.993966,8.224968,8.206172,8.387656,7.826793,8.20559,7.734954,8.520473,8.492949,8.378755,8.544166
7.406888,,,,,7.58312,,,,,,,,,,,,,,,,
6.91559,7.451597,,,,7.589645,,7.790852,,,,,,7.506621,,,,,,7.114443,,
7.359662,,,,,,,,,,,,,,,,,,,,7.723461,
8.512119,8.557751,7.703412,8.001086,7.87955,8.506739,8.678541,8.293519,8.54147,8.894968,7.140262,7.993966,8.369252,8.50888,8.710319,7.826793,8.295506,7.734954,8.497702,8.492949,8.51153,8.510133
8.634614,8.834683,,8.184914,7.87955,8.466623,8.950762,8.29364,8.973312,9.057498,7.140262,7.993966,8.389519,8.246744,8.710319,7.826793,8.325977,7.734954,8.933376,8.492949,8.783239,8.63876
7.146665,,,7.502214,,6.762766,,,,,,,,,,,,,,,7.347917,
7.943912,7.498166,,,,8.252827,,8.003603,6.806435,,8.007042,,,7.712558,,,,,,7.114443,,
7.766445,7.780237,,,,8.24562,8.04076,8.383443,7.847188,8.077665,7.963952,,,8.143121,8.199925,,,,,8.23672,8.18995,
7.425842,,,,,,,,,,,,,,,,,,,,,
7.038023,,,,,,,,,,7.414726,,,7.271779,,,7.567362,,,7.736083,,
6.988135,,,,,,,,,,,,,,,,,,,,,
7.229484,,,,,,,,,,,,,,,,,,,,,
7.738847,7.955671,,,,7.96644,7.728615,8.137205,8.067132,,,,7.371685,8.090118,7.658451,,7.679297,,7.890026,7.84917,8.064217,7.513161
7.845625,,,,7.701287,7.705476,7.987765,7.750516,7.890547,,7.042539,,,7.591736,7.733328,,7.438883,,,7.754859,7.836423,7.605776
7.577615,7.439858,,,,,,,7.555021,,,,,,,,,,,,7.009882,
7.580822,,,,,,,7.179369,,,,,7.462844,7.822321,7.877316,,7.591339,,7.807124,7.981351,,
8.348297,8.539835,8.694579,8.368467,7.757989,8.370626,,7.539752,7.786616,7.818941,8.131352,7.915838,,8.209302,7.849321,,8.172949,,7.750786,8.144555,8.240185,8.37503
7.698891,7.62253,,,,,,7.746167,,,7.48674,,,7.91944,7.675448,,7.851941,,,7.9986,7.655213,
6.779383,,,,,,,,,,,,,,,,,,,,,
7.492219,,,,,,,7.55894,,,,,,,,,,,,,,
6.925085,,,,,,,,,,,,,,,,,,,,,
7.784323,7.771992,7.647408,7.725518,7.092184,7.654048,7.375354,,7.895031,7.654926,,,8.133069,7.772081,8.317726,,,,8.020833,7.761607,,8.295932
7.529655,,,,,,,7.661476,,,7.604143,,,,,,,,,,,
,7.21736,7.102381,7.313017,,7.576892,,7.808723,,,7.871885,,,,7.290147,,,,,7.761021,,
7.458143,,,,,,,,,,,,,7.033416,,,,,7.237859,7.228258,7.431292,
7.551908,,,,,7.205096,,,7.444149,,,,7.48609,,7.999231,,7.739696,,8.083807,7.901283,,
7.229536,8.051397,,,,,,,,,,,,7.841215,,,,,8.044173,,8.270664,
7.986105,8.018329,7.672811,,,8.236605,,8.519493,8.546243,,7.880872,7.711044,,,8.218169,7.469473,8.402778,7.645469,8.173719,8.508402,8.42328,
8.079977,8.024145,,,,8.074417,,7.98517,,,7.68771,,,7.260987,8.204977,,8.180986,,7.694726,8.159691,8.440143,
7.269888,7.825837,,,,7.280866,7.404901,,8.734754,,,,9.270461,9.137958,,,,,,,9.033119,7.665002
7.471381,,,,,,,,,,7.448779,,,,,,,,,,,
6.782463,,,,,,,,,,,,,,,,,,,,,
7.621256,,,,,,,,,,,,,,,,,,,,,
7.31251,7.298669,,,,8.315947,7.528212,8.36999,8.358975,7.614532,7.716172,,8.820659,8.734542,7.727833,,7.183006,,7.184941,8.005362,8.86936,7.932599
8.132875,8.024145,,,,8.074417,,7.98517,7.799789,,7.68771,,,7.260987,8.204977,,8.180986,,7.694726,8.159691,8.484816,
7.603096,,,,,7.168684,,6.912165,7.444149,,,,7.48609,,7.999231,,7.739696,,8.326451,7.901283,7.466341,
7.437895,7.845859,,,,,,,,,,,,,,,,,,,,
7.152199,7.421403,,,,7.247355,,8.393368,,,,,,,,,,,,,7.99893,
8.030962,7.811015,,,,8.322972,7.841625,8.287641,,,,,7.998206,7.863021,7.341528,,,7.627565,8.469994,8.412933,8.003504,7.881695
8.91471,8.848546,8.993504,8.931577,8.967505,8.843723,8.700411,8.741926,8.702968,8.653668,8.893808,8.906501,8.247169,8.720673,8.628141,8.878236,8.59962,8.905051,8.569431,8.714044,8.995485,8.771883
8.04169,8.024145,,,,8.074417,,7.98517,,,7.68771,,,7.260987,7.978981,,8.180986,,7.661502,8.159691,8.389266,
7.93266,7.043195,7.622139,7.755525,,7.668784,,,7.076237,8.069438,7.565782,,,,,,,,,7.499223,7.342204,7.505072
8.882433,8.237312,9.024391,8.92119,8.706973,9.028185,8.648065,9.071765,8.771625,8.362488,9.839536,8.553282,8.786301,9.054028,9.050427,8.448517,8.708663,8.499393,8.893991,9.120263,8.562935,7.850928
8.554161,8.722082,7.554288,8.038939,8.155028,8.872721,8.446268,9.098281,9.023142,8.17839,8.908896,7.874362,8.844065,8.989946,8.663524,,8.710966,7.714466,8.530122,8.939605,9.326471,8.277995
7.833745,,,6.394992,6.400087,6.594591,6.206094,,8.433839,6.481346,,,9.270461,9.137958,,,5.935685,,6.664992,,9.31487,
9.681561,9.457624,9.710851,9.770855,9.652821,9.466531,9.556342,9.315696,9.576037,9.747982,9.098726,9.429559,9.417164,9.422502,9.47844,9.315677,9.287469,8.944598,9.564526,9.408542,9.605218,9.483501
9.584479,9.441542,9.678979,9.762018,9.702146,9.404251,9.485819,9.27419,9.532639,9.78546,9.070743,9.490249,8.880243,9.108877,9.202194,9.243879,8.944023,8.701244,9.147168,9.063345,9.43591,9.256066
9.63957,9.439741,9.691491,9.747501,9.646667,9.421742,9.506197,9.333045,9.535329,9.741555,9.037058,9.421261,9.272491,9.272435,9.358432,9.275062,9.126195,8.838053,9.378053,9.276486,9.572985,9.40968
9.681561,9.439741,9.710851,9.770855,9.652821,9.466531,9.556342,9.315696,9.576037,9.747982,9.098726,9.429559,9.460578,9.422502,9.47844,9.315677,9.287469,8.944598,9.564526,9.408542,9.605218,9.483501
8.702272,8.682665,8.926279,8.73771,8.535889,8.246102,8.418781,8.463176,8.524058,8.664397,8.849496,8.546418,8.608689,8.408655,8.583371,8.477038,8.344752,8.279038,8.624453,8.463874,8.855239,8.742896
8.226713,8.017951,8.434864,8.480313,8.28954,7.067649,7.663969,8.662293,8.48769,8.343442,8.838672,7.952168,9.270461,8.838156,7.253994,,8.174069,7.997368,,,9.00202,7.94191
8.89438,8.727674,8.019207,8.366548,8.411669,8.527968,8.249218,8.520811,8.46228,8.04609,9.047771,7.921211,8.343543,8.887976,8.321996,,8.359681,7.502403,8.40753,8.568703,8.76709,8.60628
9.681561,9.439741,9.710851,9.770855,9.652821,9.466531,9.556342,9.315696,9.576037,9.747982,9.098726,9.429559,9.417164,9.422502,9.47844,9.315677,9.287469,8.944598,9.564526,9.408542,9.605218,9.483501
7.965037,8.193083,,8.26445,,,,,7.710529,8.18174,6.963708,8.255833,,7.271446,8.679304,,,,,8.790239,,
8.616814,8.853688,8.343589,8.366621,8.107512,8.942445,8.636571,9.047972,8.801197,8.47155,9.169734,7.998554,8.55589,8.90062,8.721501,7.940894,8.705602,7.876896,8.503359,9.01224,9.067526,8.41668
8.5258,8.722082,,8.331561,8.155028,8.872721,8.612994,9.098281,9.023142,8.624082,8.908896,7.874362,8.787206,8.989946,8.733475,,9.010547,7.714466,8.643828,8.93593,9.326471,8.363603
7.752162,,,,,,,,,,,,,,,,,,,,,
7.899771,7.574078,8.876693,8.709779,8.41191,7.602265,7.980999,8.945194,7.912455,7.592079,,8.350787,8.879924,7.887238,8.615352,,7.906503,8.033141,8.42644,8.607528,9.309256,8.002041
