K1M1,K1M2,K1M3,K1M4,K1M5,K1M6,K2M1,K2M2,K2M3,K2M4,K2M5,K2M6,K3M3,K3M4,K3M5,K3M6,K4M1,K4M2,K4M3,K4M4,K4M5,K4M6
,,,,,,,,,,,,,7.339593,,,,,,,,
,,,,,,,,,,,,,7.788182,,,,,,,,
,,,,,,,,,,,,,7.310534,,,,,,,,
,,,,,,,,,,,,,7.391829,,,,,,,,
,,,,,,,,,,,,,5.21117,,,,,,,,
,,,,,,,,,,,,,7.556423,,,,,,,,
,,,,,,,,,,,,,7.286972,7.611028,,,,,,,
,,,,,,,,,,,,,6.989414,8.186922,,,,,7.593009,,
,,,,,,,,,,,,,7.32038,8.573978,,,,,8.068225,,
,,,,,,,,,,,,,7.59459,8.05423,,,,,7.449749,,
,,,,,,,,,,,,,7.542433,,,,,,8.13019,,
,,,,,,,,,,,,,7.602227,,,7.297292,,,,7.504927,
,,,,,,,,,,,,,8.050203,,,,,,7.671143,,
,,,,,,,,,,,,,7.898433,8.553378,,8.069317,,7.781711,8.344468,7.134657,
,,,,,,,,,,,,,7.008177,7.775958,,,,,,,
,,,,,,,,,,,,,8.044132,7.55562,,,,,,7.023787,
,,,,,,,,,,,,,6.953349,8.601821,,,,,8.241533,7.189977,
,,,,,,,,,,,,,7.641792,8.496794,,,,,7.835646,6.905083,
,,,,,,,,,,,,,7.286255,8.132743,,,,,7.50247,,
,,,,,,,,,,,,,8.003983,8.817414,,7.949818,,,8.299942,7.34028,
,,,,,,,,,,,,,6.965627,8.024779,,,,,7.844642,,
,,,,,,,,,,,,,7.23299,7.742779,,7.088153,,,7.773528,,
,,,,,,,,,,,,,7.437968,8.227579,,,,,7.54008,,
,,,,,,,,,,,,,7.486454,,,,,,,,
,,,,,,,,,,,,,7.25284,8.253961,,,,,7.407234,,
,,,,,,,,,,,,,7.322101,8.277781,,,,,7.680677,,
,,,,,,,,,,,,,7.626655,8.290951,,7.28579,,,6.989953,,
,,,,,,,,,,,,,7.509856,7.823134,,7.235747,,7.040485,,7.576934,
,,,,,,,,,,,,,7.001848,7.840772,,,,,7.360957,,
,,,,,,,,,,,,,7.479081,8.284501,,7.256472,,7.183113,7.54954,,
,,,,,,,,,,,,,7.262097,7.637837,,6.930719,,,,,
,,,,,,,,,,,,,6.768694,7.572794,,,,,,,
,,,,,,,,,,,,,7.397659,8.074943,,,,,7.532229,,
,,,,,,,,,,,,,6.98684,7.96986,,,,,7.006969,,
,,,,,,,,,,,,,7.115065,,,,,,,7.048125,
,,,,,,,,,,,,,7.68505,,,,,,,,
,,,,,,,,,,,,,7.478868,8.303879,,,,,7.559294,,
,,,,,,,,,,,,,8.043413,8.683448,,8.215992,,,8.518785,7.904537,
,,,,,,,,,,,,,7.966969,,,,,,,,
,,,,,,,,,,,,,7.236787,7.384163,,,,,,7.509255,
,,,,,,,,,,,,,7.172572,8.330371,,,,7.110685,7.654989,,
,,,,,,,,,,,,,7.400016,,,,,,,,
,,,,,,,,,,,,,8.154232,,,,,7.994309,,,
,,,,,,,,,,,,,6.824122,7.746077,,,,,7.409719,,
,,,,,,,,,,,,,7.849168,7.41701,,,,,,,
,,,,,,,,,,,,,8.002369,7.585286,,,7.276546,8.012717,,,7.255497
,,,,,,,,,,,,,7.153087,7.499387,,7.470799,,7.298942,,,
,,,,,,,,,,,,,7.042825,6.781168,,,,,,6.876687,
,,,,,,,,,,,,,7.212766,8.17815,,,,,7.548724,,
,,,,,,,,,,,,,6.6122,8.003939,,,,,7.552591,,
,,,,,,,,,,,,,7.183114,7.826383,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.875834,,,,,,,,
,,,,,,,,,,,,,6.989766,8.0351,,,,,,,
,,,,,,,,,,,,,7.626636,8.258675,,7.503759,,,8.004172,,
,,,,,,,,,,,,,7.448804,8.142223,,,,,7.648417,,
,,,,,,,,,,,,,,7.717106,,,,,7.360238,,
,,,,,,,,,,,,,7.913304,8.205982,,,,,7.063851,,
,,,,,,,,,,,,,7.377109,7.81574,,7.569038,,,,,
,,,,,,,,,,,,,7.251208,,,7.138305,,,,,
,,,,,,,,,,,,,8.450773,8.646091,,8.529126,,,8.48561,8.024967,8.484336
,,,,,,,,,,,,,7.200353,,,,,,,,
,,,,,,,,,,,,,7.348964,,,,,,,,
,,,,,,,,,,,,,7.538661,7.663674,7.288653,7.107117,7.213356,,,,
,,,,,,,,,,,,,7.915865,8.00962,,,,,,,
,,,,,,,,,,,,,7.56434,8.227171,,,,,6.960065,,
,,,,,,,,,,,,,7.344567,8.377446,,,,,7.844922,7.319846,
,,,,,,,,,,,,,8.556011,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.216115,,,,,,,,
,,,,,,,,,,,,,7.453018,7.861933,,7.902501,,,,7.73966,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.375283,7.748222,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,7.278354,8.094678,,,,,7.450172,,
,,,,,,,,,,,,,7.088746,8.205022,,7.459967,,,7.97532,,
,,,,,,,,,,,,,,8.187104,7.061417,,,,8.066553,,
,,,,,,,,,,,,,7.135967,8.223798,,,,,7.602978,,
,,,,,,,,,,,,,,,,,,,,,
7.810418,7.615402,,7.322439,7.046198,,,7.415177,7.506073,7.498253,,,,,7.38595,,7.093446,,,7.192386,7.440603,
,,,,,,,,,,,,,,7.521184,,,,,,,
7.69879,,,,,,,,,,,7.141308,,,7.68541,,,,7.508168,,7.807861,
7.752182,7.836924,7.349489,,,,,7.483149,7.616886,7.649874,,,7.153019,,7.731756,,7.654499,,6.508512,7.873816,8.119348,
7.780767,,,,,7.205096,,,7.637311,,,,7.48609,,7.753599,,7.739696,,8.134308,7.751272,,
7.780767,,,,,7.205096,,,7.637311,,,,7.48609,,7.707416,,7.739696,,8.125883,7.712125,7.45305,
7.275108,,,,,,,,,,,,,7.033416,7.744079,,7.237436,,7.250347,7.228258,7.452129,
8.079977,8.024145,,,,8.074417,,7.98517,,,7.68771,,,7.260987,7.983209,,8.180986,,7.694726,7.967895,8.45154,
7.813535,7.748151,7.710284,7.378701,,7.737689,,7.839996,,7.604925,7.988934,,,7.669929,6.878611,,7.522053,7.275278,7.682825,7.750721,8.480605,
7.600381,7.843766,8.298997,8.284196,8.602811,7.806961,,7.363261,7.793464,7.684082,8.000322,8.405926,7.669587,8.41031,9.659543,8.638091,8.371025,,7.865028,8.832477,8.749694,7.995786
6.866199,,,,,,,,,,,,,7.544027,7.624803,,6.856841,,7.435219,7.413451,7.568088,
7.937462,,,7.615996,,,7.684141,,7.757477,,,,,7.607392,8.491693,,7.666532,,7.708674,7.985177,,
8.025887,7.755921,,,,7.832382,7.311947,7.962675,7.642482,,8.254446,,,8.264934,7.497581,,8.003508,,7.685739,8.043618,8.261341,
7.937462,,,7.615996,,,7.684141,,7.757477,,,,,7.607392,8.491693,,7.666532,,7.708674,8.158625,,
8.500723,8.426576,8.356029,8.415453,8.210151,8.895792,8.152533,8.890716,8.453174,8.393472,8.514181,8.094319,7.918736,8.428343,8.272453,,8.221524,8.033904,,8.387206,8.495389,
7.871047,7.65659,,,,,,7.124308,,,,,8.076049,7.948019,7.822746,,7.909258,,8.013048,8.014806,7.955766,
7.113663,,7.382748,7.553357,7.040949,,7.166337,,,,,,7.497698,,7.043164,7.454802,,7.045375,7.829809,,,7.672287
7.561567,7.235554,7.363827,7.553357,7.040949,7.239556,,,,,,7.007559,7.779181,7.544936,7.38485,7.476326,,7.045375,,,7.372636,8.139551
8.378096,8.515891,,8.110798,7.374657,7.929719,8.205628,8.100584,8.856741,8.428698,7.907894,7.032548,8.067399,8.330295,8.315678,,9.019643,,8.567232,8.503815,8.768183,8.09434
7.333282,7.520458,7.407971,7.058648,,7.26426,7.316228,7.399195,7.55766,,,,7.94141,7.294429,7.706054,,7.298957,,7.927417,7.554349,7.311893,7.4762
7.401696,,,7.70867,,,,,,,,,6.865778,,7.441228,,7.338028,,7.574382,,7.697367,
7.734954,,,,,,,,,,,,,,7.262159,,7.272371,,,7.417224,8.035517,
7.359305,,8.267347,7.707086,,,,,7.34884,,7.803739,,,7.301879,7.465959,7.738695,,,,7.19007,8.002222,
7.359305,,8.267347,7.707086,,,,,7.34884,,7.803739,,,7.301879,7.549222,7.738695,,,,7.19007,8.002222,
6.595885,,7.868017,7.642702,,,,,7.909984,,7.972153,,8.038292,7.860043,7.599794,,8.105538,,7.853673,7.341376,8.474485,
8.251,8.068317,7.868017,7.898301,,7.914219,,7.903292,7.924916,7.79891,8.490787,7.547634,8.038292,8.186471,7.950379,,8.127416,7.698382,7.818568,8.200711,8.580521,
7.824893,7.289491,7.515243,7.644547,7.701164,,7.202774,,7.527045,,,7.868017,7.732007,7.875315,7.79596,7.004518,7.661811,7.959646,7.968787,7.37894,7.35368,7.376719
8.632843,8.416282,8.961829,8.859575,8.788085,8.316127,8.441465,8.053431,8.521223,8.098751,8.329119,8.710597,7.523338,,7.790862,8.240998,7.802439,8.090044,8.108807,,8.216972,8.024996
7.861907,7.4253,7.486267,,,7.029893,7.199083,7.430793,7.26991,,,,,7.894099,8.992241,,7.650266,,7.404044,8.377327,7.725685,
7.953781,7.935797,,7.649618,7.438275,7.881738,7.827161,,,,,,8.430397,8.489084,8.846919,8.083988,8.597715,7.614168,8.343379,8.785706,8.21571,
7.343191,,,,,,,,,,,,,,7.203459,,,,6.623677,7.204081,7.650555,
7.66199,8.180858,,,,8.000877,7.733595,,7.998087,8.156826,,,8.628273,,8.093689,,8.26431,,8.476743,,,
7.318108,7.446197,7.29846,7.336694,7.324737,,7.267053,,7.653934,,,,7.722292,,8.831753,,7.991938,,,8.629077,8.073943,
7.861763,7.783073,8.086055,8.009824,8.173392,7.761734,7.866865,7.481342,7.957121,7.989737,7.444262,,8.324118,7.810472,8.136766,9.161221,7.688041,,8.21188,7.67786,8.234515,8.480976
,,,,,,,7.620063,,,,,,7.216342,8.433764,,,,,8.168791,7.878987,
7.151408,,,,6.699606,,,,7.234539,,,,7.509967,7.982476,8.806209,7.498646,7.630582,,7.272305,8.267134,7.249509,
7.318108,7.446197,7.29846,7.336694,7.324737,,7.267053,,7.653934,,,,7.722292,,8.497509,,8.345563,,,8.612828,8.073943,
8.200174,8.481123,,,7.536596,7.961005,9.469966,7.796447,7.743636,8.891062,6.550775,,7.64179,8.070651,9.059881,7.28182,9.20255,8.780563,9.721895,9.583766,8.669361,9.5123
7.318108,7.446197,7.29846,7.336694,7.324737,,7.267053,,7.653934,,,,7.722292,,8.831753,,8.158648,,,8.616841,7.817812,
,,,,,,,,,,,,,,8.084984,,7.553636,,,,7.848663,
8.128307,7.958893,,7.589304,,8.385594,7.70489,8.337351,8.122551,,7.783094,,8.0993,8.236579,7.922738,,8.211941,,,8.02956,8.033553,7.497509
8.191593,8.396367,7.361763,7.985234,,7.81583,8.319278,8.945194,8.150233,7.92578,,,8.903311,,8.568551,,8.091902,,8.43888,8.63919,9.309256,8.818045
8.100931,8.256721,7.966619,7.341015,,8.35932,7.810408,8.497808,,7.669789,8.315874,,8.346844,7.716435,8.339081,,8.081426,,8.394457,7.972588,8.108915,8.032691
7.317069,,,,,7.809464,,,,,7.489106,,,,7.426304,,,,7.06297,7.32329,7.75163,
,7.689662,,,,,,7.518877,,,,,,,7.565025,,7.329193,,,,7.68696,
,7.189403,,,,,,,,7.266534,,,,,7.328715,,,,6.814432,,,
,7.023916,7.188108,,,,,,,,7.545445,,,7.340964,7.498155,,6.571991,,7.371258,7.415907,7.612121,
,8.051397,,,,,,,,,,,,7.841215,7.517108,,,,8.044173,,8.665927,
,7.427995,,,,,,,,,,7.646112,8.005485,8.285306,8.932034,8.175437,8.444552,7.698888,7.762361,,,
,,7.905647,,,7.791274,,,,,,7.684006,,8.044916,8.45228,7.676198,8.044691,7.627465,,8.242496,7.69366,
,,7.905647,,,7.791274,,,,,,7.684006,,8.044916,8.566292,7.872895,8.044691,7.627465,,8.408349,7.69366,
,,7.905647,,,7.791274,,,,,,7.684006,,8.110668,7.891184,7.872895,8.044691,7.627465,,8.468618,,
,,7.83218,,,8.508916,,7.840384,,,8.266747,7.321079,,,7.28993,,,,,7.273161,,
,,6.998447,,,,,,,,,,7.695898,7.38038,7.899362,,,,,,7.185681,7.554007
,,7.905647,,,7.791274,,,,,,7.684006,,8.110668,7.856581,7.872895,8.044691,7.627465,,8.468618,,
,,7.905647,,,7.791274,,,,,,7.684006,,8.110668,7.691167,7.872895,8.044691,7.627465,,8.468618,,
,,7.905647,,,7.791274,,,,,,7.684006,,8.044916,8.528194,7.872895,8.044691,7.627465,,8.255204,7.69366,
,,7.905647,,,7.791274,,,,,,7.684006,,8.110668,7.866962,7.872895,8.044691,7.627465,,8.468618,,
,,7.545973,7.341015,,,,,,,,,7.48426,,7.695374,,7.546198,,,7.115461,7.760884,7.768756
,,,7.177947,,,,,,,,,7.747142,,7.34938,,,,,7.667369,,
,,,7.23208,,,,,,,,,7.476037,7.170997,8.684799,7.060585,,,,7.788076,7.385132,
,,,7.23208,,,,,,,,,7.476037,7.170997,8.684799,7.262694,,,,7.788076,7.287551,
,,,7.798891,,7.994269,,7.975382,,,8.179354,,,,7.793454,,,,,7.108413,,
,,,7.313496,7.581184,7.524569,7.779892,7.352501,8.037108,7.178202,,7.271712,,8.378199,8.856175,8.056898,8.160645,,8.208144,8.421807,8.08558,7.374974
,,,,,,,,,,,,,,7.328872,,,,,,,
,,,,,7.538827,,6.956876,,,,,,,7.361028,,,,,,7.127818,
,,,,,8.302712,,8.365081,,,8.427071,,,7.721244,7.967467,,,,,8.18122,8.049458,
,,,,,,,,,,6.784262,,,,7.319623,,,,,7.523797,6.732556,
,,,,,6.440138,,6.98146,,,,,,,7.618648,,,,,7.493259,,
,,,,,7.487303,,,,,,,,,7.532525,,,,7.516546,,7.902954,
,,,,,,,7.633419,,,,,,7.936249,7.531931,,7.622592,,,7.999307,7.867957,
,,,,,,,,7.318374,,,7.195208,,,8.064527,7.94717,,,,7.850895,,
,,,,,,,,7.932501,,,,,,8.217233,,,,,,,
,,,,,,,,7.313025,,,,,7.831318,8.354482,,,,,7.446664,,
,,,,,,,,,,,,,7.577463,8.064884,,,,7.470517,7.549749,,
,,,,,,,,,,7.98952,,,,6.775084,,6.982021,,,6.870009,,
,,,,,,,,,,7.156158,,,,8.222083,,,,,7.537886,,
,,,,,,,,,,,,7.223279,,7.579042,,7.634898,,7.287256,,7.530846,
,,,,,,,,,,,,7.223279,,7.473352,,7.354588,,7.085753,,7.530846,
,,,,,,,,,,,,7.230189,7.151606,7.765522,,,,,7.460897,,
,,,,,,,,,,,,6.849458,,7.173578,,,,,,7.44072,
,,,,,,,,,,,,7.608191,,7.714938,,,,,,,
,,,,,,,,,,,,7.230189,,7.823691,,,,,7.535337,,
,,,,,,,,,,,,7.823854,,,,,,,,,
,,,,,,,,,,,,7.902481,8.12502,7.709336,,7.734203,,7.630473,,,
,,,,,,,,,,,,,7.542663,7.667513,,,,,7.525649,,
,,,,,,,,,,,,,7.542663,7.713963,,,,,7.696081,,
,,,,,,,,,,,,,7.187607,,,,,,,7.27478,
,,,,,,,,,,,,,7.844677,8.002467,,,,,7.398051,,
,,,,,,,,,,,,,7.223925,7.700261,,,,6.997375,,,
,,,,,,,,,,,,,,7.222433,,,,,,,
,,,,,,,,,,,,,,8.178751,,,,,7.312299,,
,,,,,,,,,,,,,,7.59924,,,,,,,
,,,,,,,,,,,,,,7.294728,,,,,,,7.315759
,,,,,,,,,,,,,,7.221557,,,,,7.384804,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.39986,,,,,,,
,,,,,,,,,,,,,,7.458589,,,,,,,
,,,,,,,,,,,,,,7.215654,,,,,,,
,,,,,,,,,,,,,,7.97646,,,,,7.137352,,
,,,,,,,,,,,,,,7.363649,,,,,,,
,,,,,,,,,,,,,,7.696478,,,,,,,
,,,,,,,,,,,,,,6.895761,,,,,,6.900807,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.813156,,7.355685,,,7.587998,7.43184,
,,,,,,,,,,,,,,7.304704,,,,,,,
,,,,,,,,,,,,,,6.955212,,,,,,,
,,,,,,,,,,,,,,7.642853,,,,,,7.339789,
,,,,,,,,,,,,,,8.252855,,,,,7.799431,,
,,,,,,,,,,,,,,7.169612,,,,7.327721,,,
,,,,,,,,,,,,,,7.497889,,,,,,,
,,,,,,,,,,,,,,7.4486,,,,,,,
,,,,,,,,,,,,,,7.137236,,,,,,,
,,,,,,,,,,,,,,7.596972,,,,7.209826,,,
,,,,,,,,,,,,,,7.523945,,,,7.408989,7.540622,7.941542,
,,,,,,,,,,,,,,8.271779,,,,,7.75161,7.003534,
,,,,,,,,,,,,,,7.684705,,7.686848,,7.507826,7.673991,8.031336,
,,,,,,,,,,,,,,6.820132,,,,,,,
,,,,,,,,,,,,,,7.526932,,,,,,,
,,,,,,,,,,,,,,7.319714,,,,,,,
,,,,,,,,,,,,,,7.724734,,,,,7.607495,,
,,,,,,,,,,,,,,7.203375,,,,,,,
,,,,,,,,,,,,,,7.807007,,,,,,,
,,,,,,,,,,,,,,7.677407,,,,,,,
,,,,,,,,,,,,,,7.606626,,,,,6.917108,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.57278,,,,7.162496,7.364458,7.496003,
,,,,,,,,,,,,,,7.69712,,,,,,7.359279,7.659492
,,,,,,,,,,,,,,7.847711,,,,,7.866774,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.315405,,,,,7.069394,,
,,,,,,,,,,,,,,7.743858,,7.486155,,,7.452719,7.83279,
,,,,,,,,,,,,,,7.066464,,,,,,,
,,,,,,,,,,,,,,7.67603,,,,,,,
,,,,,,,,,,,,,,7.859122,,,,6.702216,,,
,,,,,,,,,,,,,,7.475214,,,,,,,
,,,,,,,,,,,,,,7.745516,,,,7.45132,7.321456,,7.46101
,,,,,,,,,,,,,,7.990667,,7.44652,,,7.772481,7.277565,
,,,,,,,,,,,,,,8.019777,7.192855,7.528906,,,7.671872,7.653492,
,,,,,,,,,,,,,,8.039131,7.192855,7.528906,,,7.671872,7.653492,
,,,,,,,,,,,,,,8.239909,,,,,,,
,,,,,,,,,,,,,,7.531343,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.557995,,,,,,,
,,,,,,,,,,,,,,7.609706,,,,,,,
,,,,,,,,,,,,,,7.73783,7.270881,,,,,,
,,,,,,,,,,,,,,8.226469,7.317133,,,,,,
,,,,,,,,,,,,,,7.838457,,,,,,,
,,,,,,,,,,,,,,7.746,,,,,7.629684,7.046603,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6.980451,,,,,7.245123,7.47193,
,,,,,,,,,,,,,,7.103236,,,,,,,
,,,,,,,,,,,,,,7.223649,,,,,,,
,,,,,,,,,,,,,,7.808814,,,,,,,
,,,,,,,,,,,,,,8.059921,,,,,,,
,,,,,,,,,,,,,,8.382493,,,,,7.912339,,
,,,,,,,,,,,,,,7.415091,,7.216036,,7.089818,7.201838,6.777458,
,,,,,,,,,,,,,,7.456155,,,,,7.693433,,
,,,,,,,,,,,,,,7.355027,,,,7.059436,7.558528,,
,,,,,,,,,,,,,,7.588968,,,,,,,
,,,,,,,,,,,,,,7.330259,,7.050741,,,,8.027016,
,,,,,,,,,,,,,,6.98661,,,,,,,
,,,,,,,,,,,,,,6.045171,,,,,,,
,,,,,,,,,,,,,,7.622847,,,,,7.490949,7.550914,
,,,,,,,,,,,,,,7.96366,,,,,7.36339,,
,,,,,,,,,,,,,,7.736146,,7.158687,,,7.439625,,
,,,,,,,,,,,,,,7.867609,,,,7.230198,,,
,,,,,,,,,,,,,,7.362203,,,,,,,
,,,,,,,,,,,,,,8.422766,,7.225087,,,7.884267,,
,,,,,,,,,,,,,,7.214507,,,,,,,
,,,,,,,,,,,,,,7.303184,,,,,,,
,,,,,,,,,,,,,,7.53003,,,,,,,
,,,,,,,,,,,,,,7.298106,,,,,,,
,,,,,,,,,,,,,,7.304057,,,,,,,
,,,,,,,,,,,,,,6.8088,,,,,,,
,,,,,,,,,,,,,,8.005681,,,,,,,
,,,,,,,,,,,,,,7.931138,,,,,,,
,,,,,,,,,,,,,,7.094835,,,,,,,
,,,,,,,,,,,,,,8.163256,,,7.81705,,,,
,,,,,,,,,,,,,,7.701647,,,,,,,
,,,,,,,,,,,,,,7.745527,,,,,,,
,,,,,,,,,,,,,,7.04394,,,,,,,
,,,,,,,,,,,,,,8.402502,,7.64139,,7.269963,8.095166,,
,,,,,,,,,,,,,,7.556707,,7.245415,,,,,
,,,,,,,,,,,,,,8.266147,,,,,,,
,,,,,,,,,,,,,,7.46309,,,,,,,
,,,,,,,,,,,,,,7.239576,,,,,,,
,,,,,,,,,,,,,,8.248127,,8.003145,,,8.411399,8.059417,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.510204,,,,,,,7.909092
,,,,,,,,,,,,,,7.63657,,,,,,,
,,,,,,,,,,,,,,7.560675,,,,,,,
,,,,,,,,,,,,,,7.034325,,,,,,,
,,,,,,,,,,,,,,6.925884,,,,,,,
,,,,,,,,,,,,,,8.062739,,,,,7.691939,,
,,,,,,,,,,,,,,7.032334,,,,,,,
,,,,,,,,,,,,,,8.432986,,,,,,,
,,,,,,,,,,,,,,8.038279,,,,,,,
,,,,,,,,,,,,,,7.306657,,,,,,,
,,,,,,,,,,,,,,7.651322,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.850705,,,,,,,
,,,,,,,,,,,,,,7.586971,,,,,,,
,,,,,,,,,,,,,,7.999789,,,,,,,
,,,,,,,,,,,,,,8.750252,,,,,,,
,,,,,,,,,,,,,,7.445585,,,,,,,
,,,,,,,,,,,,,,7.409598,,,,,,,
,,,,,,,,,,,,,,7.131652,,,,,,,
,,,,,,,,,,,,,,7.720322,,,,,7.226483,,
,,,,,,,,,,,,,,7.457689,,7.483395,,,7.327273,7.458574,
,,,,,,,,,,,,,,7.986898,,,,7.718502,,,
,,,,,,,,,,,,,,7.704097,,,,7.558935,,,
,,,,,,,,,,,,,,7.391963,,,,,,,
,,,,,,,,,,,,,,7.279929,,,,,,,
,,,,,,,,,,,,,,7.299839,,,,,,,
,,,,,,,,,,,,,,7.084588,,,,,,7.470277,
,,,,,,,,,,,,,,7.646828,,,,7.318255,7.659701,,7.78559
,,,,,,,,,,,,,,6.915603,,,,,,,
,,,,,,,,,,,,,,7.169352,,,,,,,
,,,,,,,,,,,,,,6.999955,,,,,7.527388,,
,,,,,,,,,,,,,,7.509531,,,,,7.579846,7.867128,
,,,,,,,,,,,,,,7.14022,,,,,,,
,,,,,,,,,,,,,,7.571323,,,,,,,
,,,,,,,,,,,,,,7.179291,,,,7.205831,,7.745976,
,,,,,,,,,,,,,,7.613629,,7.335345,,,,,7.544752
,,,,,,,,,,,,,,7.672571,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,8.06046,,,,,,,
,,,,,,,,,,,,,,7.500763,,,,,,,
,,,,,,,,,,,,,,7.526848,,,,,,,
,,,,,,,,,,,,,,7.256666,,,,,,7.558597,
,,,,,,,,,,,,,,7.515148,,7.362244,,,,7.714184,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.252573,,,,,,,
,,,,,,,,,,,,,,7.642339,,,7.187973,,,,
,,,,,,,,,,,,,,7.233086,,7.220591,,,,,
,,,,,,,,,,,,,,7.594909,,,,,,,7.261026
,,,,,,,,,,,,,,7.287131,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7.376817,,,,,,,
,,,,,,,,,,,,,,7.42047,,,,,,,
,,,,,,,,,,,,,,7.792623,,,,,,,
,,,,,,,,,,,,,,7.776624,,,,,,,
,,,,,,,,,,,,,,7.410705,,,,,,,
,,,,,,,,,,,,,,6.82224,,,,,,,
,,,,,,,,,,,,,,8.04255,,,,,7.794422,,
,,,,,,,,,,,,,,7.671128,7.604984,,,,,,
,,,,,,,,,,,,,,7.681961,7.604984,,,,,,
,,,,,,,,,,,,,,7.747367,,,,,7.064875,,
,,,,,,,,,,,,,,8.082376,,,,,7.541208,,
,,,,,,,,,,,,,,7.793637,7.604984,,,,,,
,,,,,,,,,,,,,,7.308525,,,,,,,
,,,,,,,,,,,,,,7.671594,,,,,7.20178,8.045042,
,,,,,,,,,,,,,,7.167036,,7.007164,,,7.189084,7.302141,
,,,,,,,,,,,,,,8.118743,,,,,7.687839,,
,,,,,,,,,,,,,,7.636023,,7.499357,,,7.780279,7.690898,
,,,,,,,,,,,,,,7.263658,,7.168471,,,,7.233847,
,,,,,,,,,,,,,,8.220749,,,,,,,
,,,,,,,,,,,,,,7.248919,,,,,,,
,,,,,,,,,,,,,,7.610662,,,,,6.706802,,
,,,,,,,,,,,,,,7.839733,,,,,,,
,,,,,,,,,,,,,,8.14355,,,,,8.095137,,
,,,,,,,,,,,,,,7.881128,,,,,,,
,,,,,,,,,,,,,,7.805632,,,,,,,
,,,,,,,,,,,,,,8.21233,,,,,7.108751,,
,,,,,,,,,,,,,,7.993554,,,,,7.577285,,
,,,,,,,,,,,,,,8.480423,,7.83856,,,8.043479,,
,,,,,,,,,,,,,,7.536519,,,,,,7.112764,
,,,,,,,,,,,,,,7.579658,,,,,,,
,,,,,,,,,,,,,,7.201687,,7.120702,,,,,
,,,,,,,,,,,,,,7.682159,,,,,,,
,,,,,,,,,,,,,,7.808519,,,,,,,
,,,,,,,,,,,,,,6.948952,,,,,,,
,,,,,,,,,,,,,,7.81627,,,,,,,
,,,,,,,,,,,,,,7.319335,,,,,,,
,,,,,,,,,,,,,,7.352884,,8.054388,,,7.821355,7.507788,
,,,,,,,,,,,,,,7.565853,,,,,,,
,,,,,,,,,,,,,,8.025625,,,,,,,
,,,,,,,,,,,,,,7.96994,,,,,7.490468,,
,,,,,,,,,,,,,,7.777124,,7.934339,,,,,
,,,,,,,,,,,,,,7.150802,,,,,,,
,,,,,,,,,,,,,,7.4473,,,,,,,
,,,,,,,,,,,,,,7.083041,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6.975483,,,,,,,
,,,,,,,,,,,,,,6.482272,,,,,,,
,,,,,,,,,,,,,,7.642982,,,,,,,
,,,,,,,,,,,,,,8.085995,,,,,,,
,,,,,,,,,,,,,,7.920616,,,,,7.881304,,
,,,,,,,,,,,,,,7.597365,,,,,,,
,,,,,,,,,,,,,,8.155667,,7.061611,,,7.543039,7.541681,
,,,,,,,,,,,,,,7.667309,,,,,,,
,,,,,,,,,,,,,,7.569931,,,,,,,
,,,,,,,,,,,,,,7.715338,,,,,,,
,,,,,,,,,,,,,,6.904355,,,,,,,
,,,,,,,,,,,,,,7.316968,,,,,,,
,,,,,,,,,,,,,,7.705603,,,,,,,
,,,,,,,,,,,,,,7.374993,,,,,,,
,,,,,,,,,,,,,,7.111267,,,,,,,
,,,,,,,,,,,,,,7.872192,,,,,,,
,,,,,,,,,,,,,,7.541912,,,,,,,
,,,,,,,,,,,,,,7.993382,,,,,7.530916,,
,,,,,,,,,,,,,,7.412449,,,,,,,
,,,,,,,,,,,,,,8.360963,,7.87343,,,8.067551,,
,,,,,,,,,,,,,,8.026959,,,,,7.706532,,
,,,,,,,,,,,,,,7.71001,,,,6.95342,,8.086224,
,,,,,,,,,,,,,,7.599436,,,,,,,
,,,,,,,,,,,,,,8.851489,,,,,,8.105699,
