Abundances (Grouped): 1000uL,Abundances (Grouped): 200uL,Abundances (Grouped): control
215.1,232.7,188.9
19.5,23.4,17.1
1306.9,1190.6,1146.2
49.1,51.1,43
21.9,22.1,19.1
286.8,199.1,251
50.7,41.7,44.3
278.7,259.2,243.2
354.1,333.7,309
69.3,64.2,60.4
505.2,547.8,440.4
117.6,116.9,102.4
239.1,309.9,207.8
85.2,75.1,74.1
56,48.9,48.7
75.4,81.7,65.6
200.3,207.5,173.8
15.1,16,13.1
125.5,105.5,108.9
165.8,143.3,143.9
148.8,95,129
97.8,96.3,84.8
199.8,187.9,173.2
19.8,18.6,17.1
22.8,22.4,19.8
17.5,15.8,15.1
28.8,28.8,24.9
24.3,21.1,21
1026.8,717.1,887.5
16,14,13.8
438.4,387.5,378.5
178.8,191.5,154.4
205.6,206.4,177.6
1140.9,898.7,983.5
22.6,21.6,19.5
168.9,165.8,145.2
190.3,194.6,163.6
120.5,144,103.6
57.7,55.6,49.6
1411.4,1533.2,1212.4
31.9,33.1,27.4
29.9,23.1,25.6
19.8,15.6,17
120,118.9,103
175.1,195.5,150
30,31.2,25.7
161,160.2,137.7
22.8,21.3,19.4
289.3,278.5,246.8
241.5,254.4,206.1
23.5,24.8,20
29.4,29,25.1
78.3,53.1,66.4
1144.4,1235.2,970.6
237.9,253.6,201.7
34.4,50.1,29.1
93,101.3,78.6
79.8,96.1,67.5
194.8,204.6,164.5
85,72,71.7
45.6,49.3,38.4
116.7,98.3,98.4
17.5,18.3,14.8
35.3,38.1,29.7
116.6,90.5,98.1
100.9,98.3,85
179.5,165.5,150.8
186.4,200,156.5
54.4,51.7,45.6
18.2,15.5,15.3
63.9,62.4,53.5
21.1,19.1,17.6
262.6,287.9,219.3
98.1,100.1,81.9
101.3,94.4,84.2
523,517.6,434
634.2,550.4,526.4
46.9,47.9,38.9
17.3,16.9,14.3
443.1,405.7,366.2
49.9,41.5,41.2
87.9,92.7,72.4
54.3,54.4,44.7
77.3,81.3,63.5
150.5,151.7,123.6
55.6,53.6,45.6
64.1,64.5,52.6
92.1,101.1,75.5
187.9,191.1,154.1
317.7,298.6,260.5
72.4,55.5,59.4
322.4,311.4,263.9
56.3,52.5,46
26.1,27.6,21.3
50.4,53.3,41.1
14.3,14,11.7
207.1,247.8,168.2
216.9,209.2,176
22.8,24.5,18.5
15.7,15.8,12.7
313.6,270.4,253.7
80.5,90.5,65
16.7,15.8,13.5
69.7,62.8,56.1
220,211.9,177.2
167,170.5,134.1
14.7,13.7,11.8
120.4,120.4,96.6
213,219.5,170.9
205.8,202.5,164.6
64.9,68.3,51.9
160,140.5,127.9
19.7,24.9,15.7
27,23.5,21.5
18.2,26.2,14.5
154,165.4,122.2
178.9,189.4,140.8
22.3,21.1,17.6
115.1,112.6,90.5
106.7,104.1,83.6
56.6,50.9,43.9
31.4,31.9,24.3
583.3,558.7,447.7
427.8,436.6,326.6
50.4,55.2,38.5
16.2,13.8,12.4
38.8,36.9,29.5
74,81.4,55.4
17.6,17.9,13.1
62.7,51.4,46.4
894.4,873.5,659.9
45.2,44.4,33.3
189.1,149.3,139.1
298.7,244.4,219.5
18.2,14.1,13.2
65.5,69.9,47.5
320.3,310.8,230.5
15.9,16.1,11.4
70.9,82.9,49.9
23.6,17.3,16.3
13.9,14.4,9.5
21.4,25.3,14.6
19.8,25.6,13.5
13.1,14.9,8.6
13.1,16.7,8.6
639,563.8,393.1
583.1,309.7,354.9
502.1,306.1,302.4
113.1,196.9,65.6
416.4,813.5,229.3
17,15.7,9.4
191.1,129,101
134.9,68.9,69.4
60.5,71.6,31
111,209,51.3
532,452.2,85.4
553.8,45.9,45.7
51.4,63.7,60.8
597.2,610.4,701.5
303.6,312.4,341.7
36.3,34.1,40.2
673.2,704.3,716.9
440.6,435.6,467.1
170.5,173.8,177.2
19.8,17.8,20.5
3867.7,4356.6,3872.8
12094,12953.3,12066.6
352.7,337.8,348.9
188,199.7,185.4
276.7,283,262.4
207.1,200.6,195.1
4153.3,4101.3,3902.5
22.7,19.1,21.1
77.4,76.4,68.6
914.6,948.1,810.3
8878.3,8576.8,7741.6
103.8,113,87
