"Abundance: 126, Control, Pool, n/a",Caput 1 (127N),Caput 2 (127C),Caput 3 (128N),Corpus 1 (128C),Corpus 2 (129N),Corpus 3 (129C),Cauda 1 (130N),Cauda 2 (130c),Cauda 1 (131)
113.3,87.3,111.5,62,69.3,65.9,112.3,115.2,132.4,130.8
112.4,83.4,115.3,52.8,52.8,57.2,108.5,125,141.2,151.5
116,105.4,124,66.2,64.9,72.4,110.6,102.3,111.7,126.4
116.8,88.3,116,59,51.8,61.8,113.7,129,118.1,145.5
101.9,71.6,101.7,129.5,92.6,129.9,78.2,129.2,84.9,80.4
95.7,79.3,74.2,104.5,83.1,166.2,103.5,113.6,84.2,95.8
92,122.9,115.5,130.1,110.7,103.2,111.5,82.1,67.9,64.2
97.6,141.9,158.6,143.5,105.7,80.3,71.4,80.3,64.4,56.4
104.3,51.7,39.6,40.5,126.4,102.8,74.3,247.2,93,120.1
84.6,142.3,98.1,136.1,146.4,133.1,136.2,45.1,45.1,33.1
101.9,112.8,83.4,79.2,125.5,104,99.1,100.5,97.5,96
81.7,124.7,75.5,95.4,138.5,114.4,107.3,85.4,90.8,86.3
88,142.6,87.1,93.7,136,125.7,96.5,87.1,75.5,67.7
92.8,86.9,73.7,57.8,220.1,131,115.4,64.2,72.4,85.5
84.3,137.7,125.1,92.5,97.5,114.1,130.3,64,86.9,67.6
106,90.2,101,68.5,105.8,81.1,139.4,94.4,97.5,116
96.1,127.4,164.6,88.9,95.7,80.5,108.5,57.9,89.5,91
97.5,107.3,69.1,157,114.6,80.6,58.2,142.2,91.2,82.2
105.1,56.5,49.5,61.9,85.5,90.5,71.8,146.2,167.2,165.8
93.2,119.7,149.2,106.1,121.2,109.1,92.7,73.9,70.7,64.4
90.2,100,89.6,133.8,109,96.7,99.6,101.7,102.3,77.1
83.6,112.2,106.5,100.6,126.6,117.1,104.2,64.1,108.1,77
107.1,111.3,126.9,126.9,100,82.2,90,84.6,76.1,94.9
89.3,130.8,117,168.1,129.9,79.9,69.7,81.5,69.3,64.6
93.1,116.9,132.7,169.2,102.1,88.1,70.2,89.9,69.5,68.2
96.4,106.8,109.8,138.5,133.2,104.3,86.5,83.3,74.4,66.8
66.1,154,76.9,138.2,146.1,151.3,96,54.6,64.2,52.6
87.7,112.9,87.1,88.6,128.9,108.8,110.5,99.1,96.3,80
102.4,105.2,196.9,68.2,65.1,85.7,139.3,70.4,84,82.9
77.7,134.2,167.3,96.1,84.6,88.1,152.2,69.5,75.7,54.6
97.3,73.1,76.7,125.9,125.5,119.8,73.3,136.9,92,79.6
97.9,107.5,97,123.1,103.2,119.1,89.8,97.6,87.1,77.6
89.7,179.4,95.3,112.5,112.9,120.4,77.2,88.9,62.6,61.1
100.5,70.9,83.9,193.8,141.1,118.4,61.9,106.6,75.3,47.5
92.9,102.5,103.8,62.2,64.9,113.3,201.6,68.5,92,98.3
100.9,93.5,67.2,56.8,186.9,85.4,125.1,73.8,82.9,127.5
105.3,132.2,164.1,86.7,85.7,69.2,102.8,90.5,76.4,87.1
95.6,84.4,63.1,60.2,121.6,85.5,122.8,114.3,123.3,129.2
112.7,68.6,148,159.3,48.2,83.6,86.8,109.9,102.3,80.5
102.8,74.8,151.6,169.3,65.4,89.5,97.1,89.5,74.8,85.2
93.2,127.3,138.7,164,67.6,108.4,99.9,70,65.7,65.2
88.5,181,115.5,171.6,64.8,121.8,95.4,63.8,52.8,44.8
94.3,113.3,145.4,176.3,71.8,141.1,114.5,54.6,47.6,41.2
86,199.6,129,196,53.7,125.5,94.2,42.9,39.2,33.9
98.6,70.9,71.5,75.7,122.9,139.1,95.5,132.6,111.7,81.4
100.3,74.7,58.4,77.4,149.1,168.3,105.1,110.1,83,73.6
88,130.9,121.2,186.7,97.4,138.9,94.1,55.8,45.1,42
90.1,124.9,121.9,183,88.7,143.6,105.2,57.2,47.7,37.7
93.2,134.4,127.1,172.3,84,112.9,96.1,70.9,55.4,53.8
86,136.8,127.8,215.8,91.9,141.4,93.4,42.7,33.6,30.7
110.4,65.4,83.7,89.6,62.2,82.3,88.5,136,129.3,152.8
93.6,125.3,123.8,174.1,90.3,132.7,90.4,70.6,51.6,47.7
94.2,133.2,141.9,360.8,35.3,36.2,22.6,59.8,66.5,49.6
91.9,177.8,195.7,148.1,99,140.1,89.4,25.9,17.7,14.4
119.3,58.3,55,39.5,51.5,58.7,59.5,207.5,152.5,198.2
88.1,120.3,80.9,104.6,108.8,82.1,60,136.9,131.5,87
89.8,121.9,111.2,115.8,95.7,117.5,85.7,94.8,87.4,80.2
92,137.3,127.4,191.6,65.6,140.9,86.3,64.8,48.7,45.5
100.6,95.8,98.3,154.7,78.4,95,77.9,116.6,103.4,79.3
85,118.5,114.5,146.2,81.2,125.4,101.7,96.1,77.3,54.1
99.6,106.6,145.2,155.4,95.3,82.3,81.7,89.2,78.9,65.9
103.9,83.9,95.8,109.2,83.9,96.4,87.8,145,97.1,96.9
60.3,141.3,116.5,187.6,97.1,180,101.1,34.6,42.3,39.1
89.9,107.9,103.9,91.3,154.4,92.5,93.3,82.7,92.1,92.2
116.3,54.9,36.5,42.2,39.3,46.9,40.8,226.6,193.2,203.3
109.7,90,111.5,80.7,109,76.3,81.8,106,110.8,124.2
99.9,102.9,111.6,82.2,91.4,77.3,106,112.4,108.2,108.2
116.2,65.2,54.8,54,146.5,97.4,92.2,109.4,114.5,149.8
95,124.8,74.9,101.1,138,136.3,102.9,70.3,81.4,75.2
101.7,134.7,171.6,88.4,80.1,73.3,93.7,93.9,76.7,85.9
104,87.7,108,99.9,87.5,87.9,66.9,118.7,120.4,119.1
118.2,65.6,78.7,49.6,55.6,59.2,84.5,123.1,155.1,210.4
95,111.7,102.7,80,111.7,98.5,110.2,94,101.6,94.7
88,123.1,153.5,104.6,87,78.4,117.5,62.8,92,93.1
87.5,130,86,114.6,156.1,135.2,120.5,51.5,62,56.5
108.5,85.5,142.2,83.1,80.4,78.3,110.4,72.3,125.5,113.7
113.3,84.3,167,95.1,75.6,81.6,111.4,72.3,100.2,99.1
110.3,77.3,61.1,65.5,94.9,100.5,91.7,86.7,177.8,134.3
106.2,81.4,181.4,89.7,68.9,79.6,131.1,61,104.6,96.2
104.9,90.2,137.2,89,81.1,78.9,104.5,76.7,116.9,120.6
97.1,129.3,170.6,107.3,90.2,85.5,158.3,42,56.7,62.9
109,68.3,155,76.8,69.8,77.3,124.5,69.1,131.9,118.2
99.6,89.4,127.4,88.6,87.2,92.4,111.6,69.1,115.4,119.3
103,88.1,150.4,90.8,79.5,84.3,113.6,70,112.2,108.2
103.4,93.4,105.7,75.6,81.1,73.6,84.7,94.4,149.8,138.3
97.4,81.2,71.6,51.5,166.7,83.2,116.6,100.1,113.5,118.3
91.4,92.3,122.7,98.5,101,78.2,98.2,96,115,106.7
95.3,85.4,148.7,120.4,134.6,124.1,96.1,79.5,60.7,55.2
96,129.8,128,156.8,104.7,102.5,93.7,76.1,55.4,57
113.8,82,92.8,95.8,87.7,86.4,92.3,124.5,113.7,110.9
92.3,134,157.8,111,107.3,110.7,110.4,57.6,53.3,65.5
84.9,113.6,123.4,156.3,83,78.7,68.3,125.6,102.4,63.9
87.8,138.5,98.3,101.8,121.4,115.1,97.7,82,72.5,84.8
88.7,131.8,131.3,182.9,107,103.4,85.9,63.8,56.6,48.6
94.3,108.3,88.2,95.9,123.2,128.4,91.5,96.1,89,85.1
107.1,71.4,67.3,80.2,97,90.4,75.9,161.6,127.7,121.3
94.4,124.4,89.8,102,114.1,110.8,106,92.9,91.8,73.7
104.8,122.7,120.7,60.9,110.7,89.3,126.2,82.3,98.5,83.8
99.8,119.4,117.7,93.3,68.8,89.5,126.1,84.3,99.4,101.7
95.1,87.7,116.2,77.1,79,75,160,79.1,133.3,97.5
103.2,100,132.3,78.8,78.9,80.8,123.4,84.9,109.3,108.4
108.5,84.9,95.8,74.1,104.6,86.4,98.5,112.7,107.5,127.1
92.4,112.2,68.5,81.9,171.1,135.2,105.4,73,75.6,84.7
83.6,165.7,98.2,127.6,141.7,128.7,114.9,49.1,50.4,40
97.8,86.4,63.1,67.3,197.5,103.1,105.1,84.8,92.5,102.3
109.5,74.9,102.6,66.3,108.9,93.4,106.6,91.5,136.8,109.4
103.7,89.7,81,50.3,165.8,88.3,120.8,92.4,103,105
110.5,87.7,103.5,46.6,87,99.2,122.3,102.7,133.4,107.2
106.5,96.4,141.9,78.7,97.6,79.4,89.5,83.2,108.8,118
115.9,56.3,137.7,68.8,58.5,74.9,128.6,82.9,147.3,129.1
94,62.8,70.6,86.4,138,133.9,116.1,95.3,108.9,94.2
102.4,83,125.4,105.4,66.1,73.6,82.4,139,116.7,106
105.5,84.5,158.6,109.2,65.8,88.6,100.9,116.4,85.3,85.4
91.9,117.7,95.3,115,107.5,100.7,85.6,99.5,101.9,85
111.8,63.4,88.6,57.3,78.1,80,97.7,146.9,135.4,140.9
101.7,91.5,107.8,85.7,94.4,96.6,105,114.8,99,103.5
105.1,74.9,104.2,66.9,102.7,107.2,113.5,115.6,105.5,104.3
104.6,103.6,191.7,83,85.2,86.5,133.6,65,71.9,74.8
103.5,94.6,168.1,82.7,85,84.2,174.2,62.6,71.8,73.3
61.2,162.3,80.8,169.8,127.6,124.6,96.3,59,58.6,59.8
107.9,86.3,143.2,73.2,69,76.8,147.5,84.4,98.9,112.7
102.3,58,185.2,118.3,55.4,131.6,119.9,83.8,70,75.6
98.1,80.1,107,59.4,95.1,78,133.3,107.1,123,118.8
85,147.4,98.8,126.6,108.9,95.5,91.9,76.2,93.6,76
122.1,60.5,58,39,47.8,56.8,81.3,138.4,176.1,220
106.6,102.7,251.2,94.3,72.9,78.6,95.3,60,70.5,68
107.3,76.6,56,48.5,98.7,58.8,62.1,162.8,182,147.2
102.1,96.3,85.5,57,127.4,69.6,77.6,129.3,118.3,136.9
91.1,133.3,120.9,95.4,139.1,91.9,88.3,85.3,76.3,78.4
99.5,153.5,119.1,95.2,109.9,114.4,108.1,68.5,65.6,66.2
91.9,131.8,95.5,109.4,140.9,91.4,90.3,89.6,80.3,78.8
93.8,98.4,110.9,241.8,109.7,81.2,68.7,66.5,67.3,61.7
102.8,142.2,152.9,133.2,90.8,80.6,86.7,67.9,75.6,67.3
90.8,188.8,116.8,145.5,88.5,84.8,81.5,61.2,79.4,62.7
79.2,212.4,98.9,163.2,90.7,111.9,73.9,59.3,65.3,45.2
107.7,89.2,99.9,86.5,83.3,74.6,113,115.9,114.6,115.4
89.4,107.7,85.8,90.6,154.1,89.8,87.7,97.4,116.6,81
103.6,81.2,154.8,198,72.4,82.3,75,92.7,71,68.9
105.7,85.3,147.7,188.6,61.6,88.4,81.2,99.4,70.3,71.8
99.4,74.5,110.4,147.7,93.4,142.6,118.7,79.1,71.4,62.9
84.3,112.4,112.8,175.5,101,179,114.3,42.7,45.2,32.8
92.4,127.7,124.2,151,83.4,144.2,103,60.4,57.2,56.4
88.2,140.2,119.7,197.3,105.3,111.7,75.1,63.8,50,48.7
104.8,75.9,64.5,103.9,106.9,90.1,66.7,151.8,134.5,100.8
96.6,82.3,78.2,155.6,123.6,108.5,66.2,130.5,83,75.4
107.8,115.6,106.3,183,99.1,102.8,71,80.2,72.2,61.7
90.1,116.9,100.1,152.3,127.8,98.6,67,94.5,77.7,74.9
88.3,116.2,97,151.7,141.4,131.8,76.6,86.3,51.7,59.1
103.2,95,143.1,175.3,72.4,92.3,75.8,94.7,75.2,73.1
108,94.2,143,159.7,73.7,100.3,80.3,83.8,77.2,79.9
107.3,80.5,122.6,91.5,96,91.5,134.3,78.6,107,90.5
96.4,97.6,115.1,144.1,95.9,137.2,89.6,83.4,73.7,67
86.2,132.1,106.5,146.8,120.5,157.9,103.4,57.9,48.1,40.7
97.8,115.7,126.4,89.2,101.2,97.2,115.4,86,88.1,83
92.2,129.8,110.1,107.9,118.8,130.5,108.1,64,67.2,71.4
109.8,93.4,66.1,70.4,137.8,94,87.5,107.2,104,129.8
96.1,100.7,54.9,67.6,162.6,161.6,90.5,76.9,85,104.2
77.7,141.3,85.1,133.3,96.8,90.3,89.7,111.4,91.4,83
104.2,69.1,136.8,106.7,62.4,165.9,126.6,86.8,75.7,65.8
101,91.8,154.5,117.7,68.7,157.9,114.5,78.7,60,55.3
104.6,72.5,167.1,118,61.2,152.2,116.1,85,64.7,58.6
91.8,84.9,69.2,92.7,151.9,138.4,84.3,104.7,92.4,89.6
102.2,109.3,94.7,86.6,114.9,88.6,74.2,118.4,110,101.2
92.1,97.8,95.5,195.8,107.4,101.5,76.7,95.6,78.5,59
93.8,89.1,84.4,103.7,130.1,142.6,71.8,110.3,103.4,70.9
99.8,114.7,117,111,90.9,81.3,107,86.4,108.2,83.7
94.2,111.4,105.7,108.1,96.9,90.7,112.4,89.5,104.7,86.4
91.2,122.6,106.9,228.7,124.2,93.4,56.9,76.7,52.3,47.1
62.8,141.5,133.6,145.7,101.8,83.4,133,64.1,84.1,50.1
90.1,122,126.8,112.1,88.7,78.3,122.1,78.9,100.2,80.8
80.8,184.2,92.4,165.8,102.4,78.9,87.8,67.3,55.7,84.7
98.1,101.7,118.6,97.6,93.6,92.8,125.5,83.5,109,79.7
112.1,47.9,43.5,49.1,53.9,82.6,61.3,250,128.3,171.4
113.4,57.5,49.9,47.8,106.4,75.7,81.7,183.6,132.9,151.1
93.5,116.8,63.6,94.6,147.5,143.8,95.6,73.1,73.7,97.7
104.2,87.1,158.1,78.4,96.5,70,148.8,71.4,85.4,100.1
93.7,78,91.2,88.8,113.7,86.2,91.1,127.9,103.7,125.7
111.2,81.6,144.7,67.3,75.4,79.9,114.1,88.6,129.5,107.8
91.3,152.9,103.5,74.1,79.2,100.8,83.2,86.5,104.4,124.1
75.6,146.7,140.9,130.6,92,90.4,130.3,67,58.2,68.2
98,94.4,145.5,189.2,75.8,80.8,86.9,81.2,82.7,65.5
89.5,128.3,114.5,141.5,120.4,126.6,88,64.3,64.1,62.8
90.2,103.1,68.9,57.7,191.4,112.4,126.5,79.3,87.1,83.3
96,86.8,111.6,89.5,128.2,104.7,101.9,99.1,92.4,89.6
111.5,72.3,68.9,64,74.1,65.2,100.2,95.6,164.1,184.1
65.5,128.3,158.8,90.8,87.8,99.4,176.5,45.6,71.4,76.1
90,136,118.1,154.2,94.3,133,100.7,61.8,61.3,50.7
99.8,118.2,124,133.4,102,113,93.4,77.7,74.1,64.2
92.6,142.8,134.9,138.8,113.7,110,91.3,60.5,61.5,53.9
103.2,124.2,113.6,138.1,77.5,107,86.9,103.9,80,65.7
110.2,60.9,58.8,65.1,91.9,70,74.2,167.5,147.6,153.9
112,52.3,50.7,42.2,56.6,58.6,70.9,172.4,213.8,170.4
