Intensity,Intensity L,Intensity H,Intensity A,Intensity L A,Intensity H A,Intensity B,Intensity L B,Intensity H B
12371000000,7596600000,4774300000,6559600000,5026200000,1533400000,5811300000,2570400000,3240900000
12157000000,6499100000,5658200000,7858600000,4259600000,3599000000,4298700000,2239500000,2059200000
5675000,4554400,1120600,5675000,4554400,1120600,NA,NA,NA
16456000,9695700,6760800,NA,NA,NA,16456000,9695700,6760800
16696000000,10243000000,6453300000,11084000000,7050200000,4033300000,5612200000,3192300000,2420000000
2611900000,1570000000,1041900000,1928300000,1069400000,858830000,683650000,500580000,183070000
10670000000,6836200000,3834100000,7342600000,4825000000,2517600000,3327800000,2011200000,1316600000
1.29E+11,73957000000,55471000000,80061000000,44900000000,35161000000,49366000000,29056000000,20310000000
211670000,142800000,68873000,80898000,24935000,55963000,130770000,117860000,12910000
1916700000,1000000000,916690000,1278800000,451780000,827070000,637890000,548260000,89630000
5582600000,3558400000,2024200000,998980000,491660000,507320000,4583600000,3066700000,1516900000
NA,NA,NA,NA,NA,NA,NA,NA,NA
233790000,163060000,70735000,95116000,75197000,19919000,138680000,87859000,50817000
8279100000,5752100000,2527000000,6653900000,5019300000,1634600000,1625200000,732860000,892380000
17402000000,9663300000,7738300000,11643000000,5919400000,5723300000,5758800000,3743900000,2014900000
4676700000,2172500000,2504200000,2095500000,1071100000,1024400000,2581200000,1101400000,1479800000
8033400000,4557700000,3475700000,3883900000,2555900000,1328000000,4149500000,2001800000,2147700000
42220000000,27334000000,14885000000,18728000000,8698800000,10029000000,23492000000,18636000000,4856200000
6.58E+11,4.45E+11,2.12E+11,3.90E+11,3.38E+11,51996000000,2.68E+11,1.08E+11,1.60E+11
,,,,,,,,
2537200000,1264100000,1273000000,1884000000,924900000,959140000,653130000,339220000,313900000
499790000,292070000,207720000,499790000,292070000,207720000,NA,NA,NA
956530000,654200000,302330000,361160000,238990000,122170000,595360000,415210000,180160000
1.41E+11,80192000000,60925000000,80069000000,44940000000,35129000000,61048000000,35252000000,25796000000
4245000000,2798000000,1447000000,2683500000,1874300000,809170000,1561500000,923660000,637840000
54502000000,32462000000,22040000000,35675000000,21437000000,14239000000,18826000000,11025000000,7801300000
29120000000,18337000000,10783000000,14474000000,9739200000,4734300000,14647000000,8597700000,6048900000
358580000,193380000,165190000,173380000,78887000,94494000,185190000,114500000,70699000
NA,NA,NA,NA,NA,NA,NA,NA,NA
1225000000,697830000,527130000,990110000,558980000,431130000,234850000,138850000,95997000
8125600000,4809700000,3315900000,4300100000,2557300000,1742800000,3825500000,2252400000,1573100000
40826000,27637000,13190000,NA,NA,NA,40826000,27637000,13190000
1.10E+11,61507000000,48933000000,62465000000,39964000000,22501000000,47976000000,21543000000,26432000000
21355000000,12614000000,8741000000,13833000000,8493200000,5339700000,7522400000,4121000000,3401300000
35396000000,18604000000,16792000000,20667000000,10183000000,10485000000,14728000000,8421500000,6307000000
1057800000,677020000,380830000,606800000,361080000,245720000,451050000,315940000,135110000
438440000,267570000,170870000,324950000,198560000,126400000,113490000,69012000,44478000
25152000000,14382000000,10770000000,14883000000,7657900000,7224700000,10269000000,6724500000,3545000000
29177000000,17571000000,11607000000,18191000000,10068000000,8123100000,10986000000,7502200000,3483800000
37337000000,23686000000,13651000000,18753000000,11354000000,7399200000,18584000000,12332000000,6251600000
1825500000,1130200000,695280000,1319600000,888830000,430790000,505880000,241390000,264490000
17175000000,11124000000,6051200000,11785000000,7518000000,4267000000,5390000000,3605800000,1784100000
10627000000,6306500000,4320700000,6555200000,3635500000,2919700000,4071900000,2671000000,1400900000
433620000,312660000,120960000,350010000,258500000,91505000,83616000,54160000,29455000
2241500000,1317400000,924100000,1637900000,957680000,680250000,603600000,359750000,243850000
29156000000,15016000000,14140000000,16198000000,9106500000,7091600000,12958000000,5909800000,7048200000
22460000000,13845000000,8614800000,13567000000,9353400000,4213200000,8893300000,4491700000,4401600000
2501100000,1705500000,795640000,1853100000,1364200000,488960000,647990000,341310000,306680000
429400000,263790000,165610000,348130000,207180000,140960000,81261000,56606000,24654000
8505300000,4899200000,3606100000,4890700000,3316800000,1573900000,3614600000,1582400000,2032200000
2698200000,1490400000,1207800000,1154900000,633740000,521120000,1543300000,856640000,686650000
41729000000,25509000000,16219000000,21074000000,9484400000,11589000000,20655000000,16025000000,4630200000
2860600000,1823700000,1036900000,1739600000,1282700000,456890000,1121000000,541030000,579960000
5992900000,3832600000,2160300000,2986900000,1913900000,1073000000,3006000000,1918700000,1087300000
72582000,61043000,11539000,72582000,61043000,11539000,NA,NA,NA
1207800000,773860000,433980000,708780000,423330000,285450000,499060000,350530000,148530000
6427400000,3577800000,2849600000,2989500000,1834800000,1154700000,3437900000,1743000000,1694900000
104720000,46437000,58281000,104720000,46437000,58281000,NA,NA,NA
4690600000,3357800000,1332800000,2873100000,2714100000,159040000,1817500000,643750000,1173700000
816420000,354870000,461550000,639390000,201040000,438350000,177030000,153830000,23197000
175650000,137600000,38053000,77319000,65011000,12308000,98335000,72591000,25744000
1373900000,897260000,476610000,589130000,441290000,147840000,784750000,455970000,328780000
4728500000,2840500000,1888000000,2628100000,1823900000,804230000,2100400000,1016600000,1083800000
391260000,204840000,186430000,NA,NA,NA,391260000,204840000,186430000
NA,NA,NA,NA,NA,NA,NA,NA,NA
3479200000,1887000000,1592300000,1898300000,545970000,1352300000,1580900000,1341000000,239950000
55612000000,32985000000,22627000000,29043000000,10031000000,19012000000,26569000000,22954000000,3615300000
334300000,300040000,34260000,35083000,7824500,27258000,299220000,292220000,7001800
27609000000,15866000000,11743000000,15973000000,9600800000,6372300000,11636000000,6265200000,5370500000
488290000,292700000,195590000,359100000,231050000,128060000,129180000,61650000,67534000
5624400000,3598100000,2026300000,4255300000,2706000000,1549300000,1369100000,892160000,476960000
23435000000,14516000000,8919000000,13306000000,7510100000,5796100000,10129000000,7005700000,3122900000
7115800000,4122300000,2993500000,5389800000,3155200000,2234700000,1726000000,967100000,758890000
3050200000,1425800000,1624400000,2052300000,606170000,1446100000,997950000,819660000,178290000
132220000,72027000,60191000,75100000,43793000,31308000,57118000,28235000,28884000
5102000000,3048400000,2053600000,2843800000,1493400000,1350500000,2258200000,1555000000,703110000
1228000000,753360000,474660000,772390000,435350000,337040000,455630000,318010000,137630000
6981200000,4976000000,2005200000,2449900000,1499100000,950840000,4531300000,3476900000,1054400000
6331700000,4153400000,2178300000,2770700000,1786600000,984080000,3560900000,2366700000,1194200000
1.46E+11,82553000000,63452000000,94831000000,52429000000,42401000000,51174000000,30123000000,21051000000
1.39E+11,79736000000,59123000000,73655000000,41314000000,32341000000,65204000000,38422000000,26782000000
1110700000,676770000,433980000,541860000,281250000,260610000,568890000,395520000,173370000
43931000000,26092000000,17838000000,28404000000,16885000000,11519000000,15527000000,9207100000,6319700000
1476600000,845370000,631260000,1217500000,685890000,531580000,259160000,159470000,99685000
331940000,216910000,115020000,325450000,210430000,115020000,6483800,6483800,NA
620420000,364490000,255940000,371070000,232930000,138140000,249350000,131560000,117790000
34350000,27998000,6352300,34350000,27998000,6352300,NA,NA,NA
870930000,738890000,132040000,NA,NA,NA,870930000,738890000,132040000
2028800000,1156100000,872670000,833700000,528520000,305190000,1195100000,627570000,567480000
432360000,339860000,92498000,394440000,327300000,67139000,37917000,12558000,25359000
13381000000,8385800000,4995600000,7949800000,4497200000,3452600000,5431600000,3888600000,1543000000
532600000,406240000,126350000,287480000,235650000,51833000,245110000,170590000,74521000
12768000000,7738700000,5029800000,7303800000,3771300000,3532500000,5464600000,3967300000,1497300000
8188300000,4776200000,3412100000,5001400000,3033100000,1968300000,3186900000,1743100000,1443800000
2952400000,1509000000,1443400000,2492800000,1121000000,1371800000,459620000,388060000,71567000
NA,NA,NA,NA,NA,NA,NA,NA,NA
2047400000,1047200000,1000200000,1272100000,438070000,834020000,775320000,609100000,166220000
12002000000,8044500000,3957300000,5671100000,4293800000,1377300000,6330700000,3750700000,2580000000
18001000000,12105000000,5896200000,10398000000,7102200000,3296100000,7603200000,5003100000,2600100000
19910000000,11653000000,8257000000,12556000000,7252000000,5304500000,7353500000,4401000000,2952500000
408580000,239560000,169020000,227890000,124200000,103690000,180690000,115360000,65332000
1723400000,1153300000,570080000,882750000,571080000,311680000,840630000,582230000,258400000
22008000,17016000,4991800,NA,NA,NA,22008000,17016000,4991800
861440000,539080000,322360000,636050000,431110000,204940000,225400000,107970000,117420000
4849300000,3214900000,1634400000,3531000000,2516500000,1014500000,1318300000,698390000,619880000
288250000,191740000,96512000,288250000,191740000,96512000,NA,NA,NA
18281000000,11342000000,6939300000,10787000000,9250800000,1536200000,7494100000,2091100000,5403100000
17697000000,11251000000,6445900000,12327000000,8380400000,3946700000,5369900000,2870700000,2499200000
607440000,380160000,227280000,315770000,188160000,127610000,291670000,192010000,99666000
77343000,59990000,17353000,77343000,59990000,17353000,NA,NA,NA
4293800000,2684900000,1608900000,1898100000,1240600000,657540000,2395600000,1444300000,951320000
5728000000,3318800000,2409200000,3121100000,1881600000,1239500000,2606900000,1437200000,1169700000
1.12E+11,76594000000,35271000000,73017000000,65523000000,7494100000,38847000000,11070000000,27777000000
68321000000,36123000000,32198000000,42519000000,20884000000,21635000000,25803000000,15239000000,10563000000
12809000000,8283700000,4524900000,7183200000,4396200000,2786900000,5625400000,3887400000,1738000000
7868500000,5165500000,2703000000,3706500000,2231100000,1475400000,4162000000,2934400000,1227600000
885170000,554280000,330890000,316190000,199910000,116290000,568980000,354370000,214610000
10165000000,6224900000,3940400000,5881100000,4336000000,1545100000,4284200000,1888900000,2395300000
35218000000,20997000000,14221000000,22989000000,14695000000,8294100000,12229000000,6302000000,5927000000
2468400000,1260500000,1207800000,1521100000,371710000,1149300000,947340000,888830000,58502000
8967000000,5229500000,3737600000,4971900000,2809300000,2162600000,3995200000,2420200000,1575000000
313270000,158970000,154300000,183360000,94053000,89306000,129910000,64921000,64992000
675160000,433500000,241650000,390340000,218600000,171750000,284810000,214900000,69907000
11596000000,7378200000,4217600000,6812000000,4448400000,2363600000,4783800000,2929800000,1854000000
3605400000,2119400000,1486000000,1741000000,973860000,767110000,1864400000,1145600000,718850000
2603900000,1892900000,710950000,808030000,308570000,499460000,1795800000,1584400000,211490000
950110000,715160000,234950000,615530000,526760000,88775000,334580000,188400000,146170000
7147400000,4450900000,2696500000,4734700000,3388300000,1346400000,2412700000,1062600000,1350100000
35553000000,20632000000,14921000000,20643000000,13015000000,7628200000,14910000000,7616900000,7292800000
9023200000,5323200000,3700000000,4560400000,3089600000,1470800000,4462800000,2233600000,2229200000
7060100000,5821200000,1238900000,5740400000,5509100000,231330000,1319700000,312110000,1007500000
10220000000,5829700000,4389900000,6476500000,2870200000,3606300000,3743100000,2959600000,783570000
10766000000,6578000000,4187600000,6118100000,5600300000,517780000,4647500000,977680000,3669900000
4638000000,2737300000,1900700000,2813400000,1825000000,988410000,1824600000,912310000,912290000
9197200000,5600400000,3596800000,4465300000,3811900000,653340000,4731900000,1788400000,2943500000
2575700000,1498200000,1077500000,1383300000,975180000,408100000,1192500000,523020000,669450000
403460000,285120000,118340000,377050000,271100000,105950000,26412000,14019000,12393000
226360000,152780000,73578000,NA,NA,NA,226360000,152780000,73578000
2544000000,1674200000,869860000,1514700000,1226000000,288700000,1029400000,448200000,581160000
332260000,198570000,133690000,205460000,111310000,94144000,126810000,87263000,39543000
1511900000,1059200000,452740000,1385400000,1005500000,379820000,126520000,53604000,72913000
3953800000,2415600000,1538100000,2605300000,1625400000,979850000,1348500000,790210000,558290000
2619700000,1834300000,785360000,1681900000,1437600000,244280000,937800000,396720000,541080000
321620000,181310000,140310000,234910000,138970000,95942000,86710000,42343000,44367000
602970000,325110000,277860000,433200000,231310000,201890000,169770000,93807000,75965000
71907000000,43893000000,28014000000,38357000000,24282000000,14075000000,33550000000,19611000000,13939000000
1.01E+11,61673000000,39712000000,53781000000,30636000000,23146000000,47603000000,31038000000,16566000000
1051800000,604520000,447330000,840460000,467920000,372550000,211380000,136600000,74778000
774570000,510610000,263960000,418810000,276230000,142590000,355750000,234380000,121380000
132680000,61664000,71020000,120020000,48996000,71020000,12668000,12668000,NA
393130000,246990000,146140000,189800000,123430000,66363000,203330000,123560000,79775000
5822500000,3109000000,2713500000,3320600000,1296900000,2023700000,2501900000,1812200000,689750000
