Intensity,Intensity L,Intensity H,Intensity A,Intensity L A,Intensity H A,Intensity B,Intensity L B,Intensity H B
1273500000,737330000,536190000,949550000,501600000,447950000,323960000,235730000,88231000
4662500000,2660400000,2002100000,2637800000,1541800000,1096000000,2024700000,1118600000,906100000
33079000,24516000,8562900,33079000,24516000,8562900,NA,NA,NA
506120000,363010000,143110000,250930000,228010000,22927000,255190000,135010000,120180000
3951500000,2014700000,1936800000,1860300000,866070000,994260000,2091100000,1148600000,942490000
241120000,186300000,54826000,144000000,136790000,7214800,97117000,49506000,47611000
2561700000,1608900000,952860000,1744300000,1133700000,610680000,817410000,475230000,342180000
570220000,327180000,243040000,411940000,287690000,124250000,158280000,39488000,118790000
NA,NA,NA,NA,NA,NA,NA,NA,NA
178990000,119920000,59066000,136090000,100250000,35835000,42897000,19666000,23231000
100260000,83952000,16304000,NA,NA,NA,100260000,83952000,16304000
47899000000,30994000000,16905000000,27555000000,18818000000,8737100000,20344000000,12177000000,8167500000
1431000000,855250000,575710000,635310000,359560000,275750000,795650000,495690000,299960000
211730000,167650000,44074000,97482000,89211000,8271600,114240000,78442000,35803000
16035000000,9490300000,6545100000,8844400000,5474900000,3369500000,7191000000,4015400000,3175600000
619440000,413460000,205970000,471590000,318360000,153230000,147850000,95101000,52748000
19841000000,12782000000,7059300000,9688000000,5856000000,3831900000,10153000000,6926000000,3227400000
70632000,67366000,3265500,36731000,35921000,809880,33901000,31445000,2455600
897240000,559610000,337640000,534900000,401580000,133320000,362340000,158020000,204320000
14914000,7790600,7123000,NA,NA,NA,14914000,7790600,7123000
3565500000,2193900000,1371600000,1795300000,1181600000,613700000,1770300000,1012400000,757880000
268230000,174400000,93825000,67857000,45304000,22553000,200370000,129100000,71272000
1156200000,761400000,394830000,638300000,521860000,116440000,517930000,239540000,278390000
810610000,613100000,197500000,698680000,561740000,136930000,111930000,51359000,60568000
491120000,264110000,227010000,357860000,157020000,200840000,133270000,107090000,26174000
562950000,416900000,146040000,458090000,348920000,109170000,104860000,67981000,36876000
1549700000,1043100000,506570000,890580000,682630000,207960000,659080000,360460000,298610000
6837100000,4204000000,2633100000,3864800000,2293900000,1570900000,2972300000,1910100000,1062200000
3227400000,2752200000,475180000,477460000,274590000,202870000,2749900000,2477600000,272310000
789880000,449630000,340250000,648800000,356000000,292800000,141080000,93633000,47445000
845930000,464720000,381210000,336690000,219500000,117200000,509230000,245220000,264010000
191950000,121420000,70530000,147680000,104380000,43296000,44272000,17037000,27235000
1091700000,681960000,409710000,769620000,487370000,282250000,322050000,194590000,127460000
NA,NA,NA,NA,NA,NA,NA,NA,NA
129640000,92472000,37168000,129640000,92472000,37168000,NA,NA,NA
315010000,165320000,149690000,277370000,127670000,149690000,37642000,37642000,NA
209320000,130320000,78994000,170700000,115040000,55657000,38620000,15283000,23337000
NA,NA,NA,NA,NA,NA,NA,NA,NA
518170000,339170000,179000000,197580000,117890000,79684000,320590000,221270000,99320000
1181700000,666030000,515670000,743100000,348430000,394670000,438600000,317600000,121000000
179440000,45283000,134160000,179440000,45283000,134160000,NA,NA,NA
810350000,525530000,284810000,609350000,434860000,174490000,201000000,90675000,110320000
268010000,205900000,62109000,194410000,163760000,30645000,73601000,42137000,31464000
172620000,102710000,69910000,141050000,79932000,61115000,31569000,22773000,8795500
327770000,224490000,103280000,265890000,177840000,88053000,61873000,46649000,15225000
11200000000,6220100000,4979600000,6312900000,4155400000,2157400000,4886800000,2064600000,2822200000
233100000,138280000,94818000,147680000,74050000,73633000,85413000,64229000,21185000
641510000,399530000,241980000,249300000,149260000,100040000,392210000,250270000,141940000
1371800000,897140000,474640000,663230000,447250000,215980000,708550000,449890000,258660000
192120000,100320000,91794000,192120000,100320000,91794000,NA,NA,NA
3569400000,2246900000,1322500000,2321400000,1658200000,663200000,1247900000,588640000,659300000
1293200000,761520000,531630000,1011100000,660320000,350820000,282020000,101200000,180820000
1481600000,802930000,678710000,823080000,417790000,405290000,658560000,385140000,273420000
607020000,487750000,119270000,607020000,487750000,119270000,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
665080000,379050000,286030000,656880000,373000000,283880000,8203400,6048900,2154600
9448000000,5510000000,3938000000,5821500000,3202500000,2619100000,3626400000,2307500000,1318900000
1049000000,685870000,363170000,586950000,363420000,223540000,462080000,322450000,139630000
613010000,444510000,168500000,483010000,417180000,65831000,130000000,27330000,102670000
49758000,41429000,8328600,49758000,41429000,8328600,NA,NA,NA
5896900000,3713500000,2183400000,4211600000,2460700000,1750900000,1685300000,1252800000,432500000
NA,NA,NA,NA,NA,NA,NA,NA,NA
1859100000,970520000,888560000,1253100000,577170000,675880000,606020000,393350000,212670000
72504000,52780000,19724000,72504000,52780000,19724000,NA,NA,NA
90800000,58491000,32309000,29723000,19351000,10372000,61077000,39140000,21937000
559900000,294090000,265810000,559900000,294090000,265810000,NA,NA,NA
1042600000,594960000,447620000,555230000,318850000,236370000,487350000,276110000,211240000
650790000,374150000,276640000,382000000,166780000,215210000,268790000,207360000,61424000
2497400000,1634300000,863130000,1145200000,639380000,505840000,1352200000,994920000,357290000
1183300000,642990000,540350000,544450000,410430000,134020000,638880000,232560000,406320000
10566000000,6440300000,4125500000,5744400000,2527200000,3217200000,4821300000,3913100000,908270000
1355000000,828340000,526660000,617510000,376640000,240870000,737500000,451710000,285790000
54572000,40147000,14425000,NA,NA,NA,54572000,40147000,14425000
103560000,60814000,42743000,76138000,47602000,28536000,27419000,13212000,14207000
1466700000,1027300000,439470000,601900000,368570000,233330000,864850000,658710000,206140000
607450000,415440000,192000000,547600000,388010000,159590000,59844000,27437000,32407000
778460000,445710000,332750000,572140000,272820000,299320000,206320000,172890000,33433000
374510000,171350000,203160000,141730000,37195000,104530000,232790000,134150000,98632000
3609000000,2264700000,1344300000,2128700000,1632200000,496550000,1480200000,632530000,847710000
182340000,107400000,74938000,NA,NA,NA,182340000,107400000,74938000
42286000000,21270000000,21016000000,29416000000,14361000000,15054000000,12870000000,6908600000,5961800000
146830000,104550000,42280000,NA,NA,NA,146830000,104550000,42280000
339130000,183980000,155150000,272730000,134330000,138400000,66400000,49644000,16756000
567000000,225940000,341070000,234760000,73986000,160770000,332240000,151950000,180290000
2824100000,1642600000,1181500000,1675800000,1163900000,511900000,1148200000,478670000,669570000
47141000,21021000,26120000,NA,NA,NA,47141000,21021000,26120000
NA,NA,NA,NA,NA,NA,NA,NA,NA
696250000,490580000,205670000,556780000,386780000,169990000,139470000,103800000,35675000
1521300000,930050000,591200000,541240000,297720000,243530000,980010000,632340000,347670000
53366000,53366000,NA,53366000,53366000,NA,NA,NA,NA
17226000000,9623900000,7602000000,7808200000,5678300000,2129800000,9417700000,3945600000,5472100000
369060000,213260000,155800000,329930000,189350000,140580000,39128000,23909000,15219000
471050000,357070000,113980000,471050000,357070000,113980000,NA,NA,NA
2135000000,1662800000,472180000,1882200000,1529100000,353090000,252790000,133700000,119090000
326430000,128500000,197930000,NA,NA,NA,326430000,128500000,197930000
165820000,96583000,69241000,38897000,19105000,19792000,126930000,77478000,49449000
63263000,41291000,21973000,NA,NA,NA,63263000,41291000,21973000
419780000,330860000,88927000,85973000,54137000,31836000,333810000,276720000,57091000
281880000,160000000,121870000,78465000,57528000,20938000,203410000,102480000,100930000
13887000000,8334000000,5552700000,8288900000,4803700000,3485200000,5597900000,3530400000,2067500000
2531900000,1415300000,1116700000,1022400000,455940000,566410000,1509600000,959320000,550260000
234970000,155210000,79761000,133290000,88624000,44669000,101680000,66589000,35092000
216800000,96611000,120190000,102040000,37967000,64077000,114750000,58644000,56108000
1210000000,714330000,495650000,744130000,367820000,376310000,465840000,346510000,119330000
1183900000,643550000,540360000,1071900000,571340000,500520000,112050000,72209000,39842000
378000000,278580000,99418000,111710000,97919000,13794000,266280000,180660000,85624000
2400600000,1567700000,832980000,1189800000,908530000,281290000,1210800000,659120000,551690000
20850000,15660000,5190400,20850000,15660000,5190400,NA,NA,NA
691320000,460460000,230860000,514040000,351520000,162520000,177280000,108940000,68339000
639540000,412730000,226820000,413140000,312190000,100960000,226400000,100540000,125860000
1476300000,888850000,587490000,681060000,402720000,278330000,795290000,486130000,309160000
2497800000,1405700000,1092100000,1393700000,692890000,700840000,1104100000,712780000,391280000
136540000,81419000,55122000,110810000,66252000,44562000,25727000,15167000,10560000
1784400000,638560000,1145900000,1322000000,391860000,930100000,462480000,246690000,215780000
14370000,6530400,7839500,4417100,4237100,179940,9952800,2293200,7659600
113120000,24369000,88751000,113120000,24369000,88751000,NA,NA,NA
6666700000,5499900000,1166900000,5993200000,5213900000,779280000,673530000,285940000,387580000
4977200000,2993400000,1983800000,3466100000,2207800000,1258300000,1511100000,785570000,725510000
53012000,47009000,6003500,NA,NA,NA,53012000,47009000,6003500
NA,NA,NA,NA,NA,NA,NA,NA,NA
19582000,11759000,7823000,NA,NA,NA,19582000,11759000,7823000
5199600000,2863400000,2336200000,4281700000,2347900000,1933800000,917880000,515460000,402420000
327410000,273390000,54016000,327410000,273390000,54016000,NA,NA,NA
278060000,155910000,122150000,224610000,129180000,95431000,53454000,26731000,26724000
90146000,41244000,48902000,62585000,18787000,43798000,27561000,22457000,5104200
NA,NA,NA,NA,NA,NA,NA,NA,NA
94559000,54763000,39796000,71709000,44528000,27181000,22850000,10234000,12616000
11488000000,6655100000,4833000000,8211100000,4812100000,3399000000,3277000000,1843000000,1434000000
963350000,624790000,338550000,680170000,480620000,199550000,283170000,144170000,139000000
79331000,50478000,28854000,43883000,25085000,18798000,35448000,25392000,10056000
214300000,108380000,105920000,25910000,16134000,9775500,188390000,92248000,96146000
32403000,7551700,24851000,NA,NA,NA,32403000,7551700,24851000
133720000,78265000,55453000,133720000,78265000,55453000,NA,NA,NA
13882000000,7730800000,6150900000,8624900000,4130300000,4494600000,5256700000,3600500000,1656300000
58543000,43987000,14555000,40326000,25770000,14555000,18217000,18217000,NA
1938600000,1267200000,671410000,909970000,597110000,312850000,1028600000,670040000,358550000
969750000,632570000,337170000,784260000,534440000,249820000,185490000,98139000,87349000
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
6154100000,3862600000,2291500000,3497100000,2098000000,1399000000,2657000000,1764600000,892410000
8677200000,4929800000,3747400000,4253800000,2383300000,1870400000,4423400000,2546500000,1877000000
114630000,111770000,2865000,NA,NA,NA,114630000,111770000,2865000
19444000,19208000,235480,19444000,19208000,235480,NA,NA,NA
311380000,162280000,149100000,231070000,112680000,118390000,80309000,49599000,30711000
768190000,495260000,272930000,498370000,272260000,226110000,269820000,223000000,46819000
525780000,352660000,173120000,232470000,175530000,56942000,293300000,177130000,116180000
1614500000,923560000,690910000,834400000,442060000,392340000,780080000,481510000,298570000
885670000,570640000,315030000,242730000,184780000,57955000,642940000,385870000,257070000
520410000,351010000,169400000,417290000,302650000,114640000,103130000,48362000,54765000
5319000000,3088500000,2230400000,2656300000,1642600000,1013600000,2662700000,1445900000,1216800000
156670000,79844000,76823000,156670000,79844000,76823000,NA,NA,NA
641380000,478190000,163190000,350250000,301550000,48698000,291130000,176640000,114490000
986610000,652600000,334020000,596800000,410430000,186370000,389810000,242170000,147640000
1251400000,743870000,507490000,596790000,261970000,334820000,654570000,481900000,172670000
1370000000,798530000,571470000,965110000,521570000,443550000,404880000,276960000,127920000
1628500000,886190000,742330000,1071600000,537020000,534590000,556920000,349170000,207740000
7567200000,4906400000,2660800000,4686600000,3011400000,1675200000,2880600000,1895000000,985590000
1096400000,771560000,324850000,559510000,399540000,159970000,536900000,372020000,164890000
1524200000,761470000,762750000,766110000,335560000,430550000,758110000,425910000,332200000
2917100000,1778100000,1139000000,1786500000,1252700000,533790000,1130600000,525400000,605170000
21470000000,13371000000,8099700000,14811000000,10707000000,4103500000,6659700000,2663500000,3996200000
9890100000,5804900000,4085200000,4854500000,3107500000,1747000000,5035700000,2697500000,2338200000
339840000,234980000,104860000,339840000,234980000,104860000,NA,NA,NA
2910100000,1863900000,1046300000,1388900000,623320000,765620000,1521200000,1240600000,280630000
3161000000,1877300000,1283800000,1954600000,1175000000,779570000,1206400000,702250000,504200000
23190000,14428000,8762000,19889000,12911000,6977800,3301500,1517300,1784200
778870000,393780000,385090000,339560000,212760000,126800000,439310000,181020000,258290000
1492400000,843930000,648430000,977930000,540800000,437130000,514430000,303130000,211300000
57479000,30025000,27455000,57479000,30025000,27455000,NA,NA,NA
947330000,578160000,369170000,818830000,488610000,330220000,128500000,89550000,38950000
441340000,225730000,215610000,395100000,195100000,200000000,46239000,30629000,15610000
159340000,140000000,19345000,159340000,140000000,19345000,NA,NA,NA
6549100000,3670600000,2878500000,3333800000,1049900000,2283900000,3215200000,2620700000,594550000
3040600000,1899900000,1140700000,1590800000,964200000,626550000,1449800000,935700000,514140000
736120000,421200000,314910000,581200000,345070000,236130000,154920000,76136000,78784000
647450000,520840000,126610000,92041000,36603000,55437000,555410000,484230000,71177000
772500000,583770000,188730000,125090000,85672000,39417000,647410000,498090000,149320000
2078400000,1424300000,654120000,1809000000,1279400000,529610000,269390000,144880000,124510000
811490000,592210000,219280000,327990000,311440000,16552000,483500000,280770000,202730000
684610000,493800000,190800000,158590000,114870000,43719000,526020000,378940000,147080000
46180000,37335000,8844300,NA,NA,NA,46180000,37335000,8844300
25158000,13813000,11345000,25158000,13813000,11345000,NA,NA,NA
1618600000,1008600000,609970000,704950000,403250000,301700000,913660000,605380000,308270000
475410000,334940000,140480000,140140000,106770000,33373000,335270000,228170000,107100000
823980000,472510000,351460000,309100000,189170000,119920000,514880000,283340000,231540000
9302300000,5304000000,3998300000,4453500000,3187300000,1266200000,4848800000,2116600000,2732100000
5539500,3920900,1618500,5539500,3920900,1618500,NA,NA,NA
8781200000,4963600000,3817600000,6475700000,3643300000,2832400000,2305500000,1320400000,985170000
41631000,19604000,22027000,41631000,19604000,22027000,NA,NA,NA
57385000000,36745000000,20640000000,34359000000,22771000000,11589000000,23026000000,13975000000,9051300000
140650000,70711000,69940000,118900000,58678000,60218000,21756000,12033000,9722400
6859200000,4415300000,2443900000,3565500000,1721900000,1843600000,3293700000,2693400000,600270000
75806000,64014000,11792000,NA,NA,NA,75806000,64014000,11792000
35776000,20247000,15529000,35776000,20247000,15529000,NA,NA,NA
643080000,370360000,272720000,244610000,143980000,100630000,398480000,226380000,172100000
1163300000,1004900000,158350000,742280000,652100000,90174000,421010000,352840000,68174000
1300200000,728750000,571430000,645710000,428760000,216960000,654470000,300000000,354470000
2727400000,1736600000,990820000,1604200000,1087500000,516730000,1123200000,649150000,474090000
628940000,387790000,241140000,301890000,252820000,49071000,327050000,134970000,192070000
2361600000,1358700000,1002800000,1665900000,844450000,821480000,695640000,514280000,181350000
1027200000,656320000,370890000,454970000,295960000,159010000,572240000,360360000,211880000
640060000,341650000,298410000,452910000,236870000,216040000,187150000,104780000,82368000
1447200000,954010000,493210000,549560000,284380000,265180000,897660000,669630000,228030000
62609000,36385000,26224000,24063000,8111600,15951000,38546000,28273000,10273000
NA,NA,NA,NA,NA,NA,NA,NA,NA
614910000,429920000,184990000,188980000,168590000,20392000,425930000,261330000,164600000
6699100000,3750800000,2948200000,3513300000,1993500000,1519900000,3185700000,1757400000,1428400000
48776000000,30107000000,18668000000,24874000000,16043000000,8830800000,23902000000,14064000000,9837500000
120440000,77119000,43318000,120440000,77119000,43318000,NA,NA,NA
1348200000,655810000,692380000,687070000,433970000,253100000,661120000,221840000,439280000
313070000,202290000,110780000,313070000,202290000,110780000,NA,NA,NA
8767200000,5913600000,2853600000,5290400000,4871200000,419240000,3476800000,1042400000,2434300000
NA,NA,NA,NA,NA,NA,NA,NA,NA
95630000,83790000,11841000,95630000,83790000,11841000,NA,NA,NA
1799300000,1082400000,716860000,1346200000,727660000,618490000,453130000,354760000,98370000
44280000,24434000,19846000,NA,NA,NA,44280000,24434000,19846000
1749200000,1003900000,745330000,1180900000,644490000,536420000,568310000,359400000,208910000
75979000,36985000,38994000,75979000,36985000,38994000,NA,NA,NA
438570000,329120000,109450000,190530000,135920000,54611000,248040000,193210000,54835000
17698000000,10410000000,7288300000,10421000000,5178300000,5242400000,7277500000,5231500000,2045900000
78636000,78636000,NA,78636000,78636000,NA,NA,NA,NA
578540000,412140000,166400000,531180000,394840000,136340000,47356000,17292000,30064000
1387700000,1229800000,157930000,NA,NA,NA,1387700000,1229800000,157930000
538500000,274940000,263560000,538500000,274940000,263560000,NA,NA,NA
1653900000,798320000,855570000,1346500000,590050000,756430000,307420000,208270000,99147000
235080000,192380000,42703000,235080000,192380000,42703000,NA,NA,NA
4105300000,2335500000,1769800000,1582700000,1007500000,575200000,2522500000,1327900000,1194600000
1187500000,758340000,429180000,844700000,599640000,245060000,342820000,158700000,184120000
286490000,108310000,178180000,226120000,47943000,178180000,60372000,60372000,NA
2616600000,1565200000,1051400000,1728000000,1173000000,555010000,888600000,392180000,496430000
534820000,339770000,195050000,383990000,246530000,137460000,150830000,93239000,57586000
2244100000,1581700000,662320000,649880000,364100000,285780000,1594200000,1217600000,376540000
12175000000,6927900000,5247600000,7474100000,4267000000,3207100000,4701400000,2660900000,2040500000
189580000,12939000,176640000,189580000,12939000,176640000,NA,NA,NA
499620000,310890000,188730000,281630000,131260000,150370000,217990000,179630000,38365000
5521700000,3219900000,2301800000,3308900000,1916900000,1392100000,2212800000,1303000000,909710000
156870000,102990000,53874000,156870000,102990000,53874000,NA,NA,NA
6474200000,4048200000,2426000000,3600400000,1936400000,1664000000,2873800000,2111800000,761980000
4022100000,3019000000,1003100000,996070000,661720000,334340000,3026100000,2357300000,668740000
208200000,146840000,61360000,208200000,146840000,61360000,NA,NA,NA
8059300000,6441100000,1618200000,720430000,406280000,314150000,7338900000,6034800000,1304100000
202090000,161880000,40211000,39255000,26467000,12788000,162830000,135410000,27423000
687020000,398140000,288880000,513860000,302690000,211170000,173160000,95450000,77712000
2616300000,1500000000,1116200000,2380000000,1365300000,1014700000,236240000,134740000,101500000
2708900000,1405900000,1303000000,1520200000,600470000,919760000,1188600000,805390000,383260000
1539000000,974360000,564620000,1136700000,755720000,380950000,402320000,218650000,183670000
4885100000,2980100000,1905000000,3085700000,1788300000,1297400000,1799400000,1191900000,607510000
735760000,363410000,372350000,NA,NA,NA,735760000,363410000,372350000
2047300000,1356600000,690730000,1351100000,1108400000,242670000,696180000,248120000,448060000
705520000,506570000,198960000,455790000,334020000,121770000,249730000,172550000,77181000
4899400000,3264800000,1634600000,2826400000,2439200000,387140000,2073000000,825540000,1247500000
36210000000,20803000000,15407000000,21295000000,11808000000,9487400000,14915000000,8995500000,5919800000
NA,NA,NA,NA,NA,NA,NA,NA,NA
762480000,613720000,148750000,701590000,598190000,103400000,60889000,15536000,45353000
259960000,167060000,92899000,94544000,76143000,18401000,165420000,90920000,74498000
1529000000,1060700000,468270000,466230000,334360000,131860000,1062800000,726350000,336400000
4484500000,2455000000,2029500000,3369100000,1618400000,1750700000,1115300000,836550000,278770000
NA,NA,NA,NA,NA,NA,NA,NA,NA
7251800000,4613500000,2638300000,4377600000,2754300000,1623300000,2874200000,1859200000,1015000000
NA,NA,NA,NA,NA,NA,NA,NA,NA
1834100000,799030000,1035100000,1246800000,455290000,791460000,587340000,343730000,243610000
3533700000,2309700000,1224000000,1989800000,1422400000,567380000,1544000000,887350000,656630000
24200000,18412000,5788200,24200000,18412000,5788200,NA,NA,NA
7644000,4707200,2936800,7644000,4707200,2936800,NA,NA,NA
77265000,39161000,38104000,44075000,39161000,4913900,33190000,NA,33190000
79608000,55210000,24398000,NA,NA,NA,79608000,55210000,24398000
1044300000,664900000,379440000,333960000,227490000,106480000,710380000,437410000,272970000
NA,NA,NA,NA,NA,NA,NA,NA,NA
317840000,190310000,127530000,231910000,124050000,107870000,85927000,66263000,19664000
3533400000,1835400000,1698100000,2180100000,647180000,1532900000,1353300000,1188200000,165160000
90296000000,51630000000,38666000000,54730000000,33698000000,21032000000,35566000000,17933000000,17634000000
3121600000,2048900000,1072800000,2382100000,1625000000,757100000,739530000,423880000,315650000
157380000,101200000,56175000,55608000,45359000,10249000,101770000,55844000,45926000
700200000,448940000,251260000,388770000,280720000,108060000,311430000,168220000,143200000
1.19E+11,71041000000,47667000000,66537000000,43951000000,22586000000,52172000000,27090000000,25081000000
35116000,25481000,9634400,35116000,25481000,9634400,NA,NA,NA
2750400000,1859600000,890750000,1945400000,1352400000,593040000,805000000,507290000,297710000
22085000000,12462000000,9622600000,13314000000,8563700000,4750200000,8770700000,3898200000,4872500000
33791000,24688000,9103300,NA,NA,NA,33791000,24688000,9103300
806780000,562400000,244390000,618090000,472550000,145540000,188700000,89848000,98850000
1667500000,1162300000,505170000,1285800000,930330000,355520000,381640000,231990000,149650000
1188800000,722700000,466080000,972380000,606320000,366070000,216400000,116390000,100010000
379880000,241950000,137920000,298880000,191710000,107170000,80999000,50243000,30756000
19222000000,10797000000,8424900000,13101000000,6495800000,6604700000,6121300000,4301200000,1820200000
739800000,471720000,268080000,639190000,407720000,231470000,100610000,64003000,36607000
6437000000,3759200000,2677800000,2545900000,1645800000,900120000,3891100000,2113400000,1777600000
1366900000,893170000,473710000,716320000,439570000,276750000,650570000,453600000,196970000
261320000,155210000,106110000,137130000,90542000,46584000,124190000,64663000,59529000
2771900000,1749800000,1022100000,1464600000,901420000,563180000,1307300000,848370000,458900000
1657000000,974370000,682680000,1027900000,604390000,423530000,629130000,369980000,259150000
500690000,323400000,177290000,299070000,174030000,125040000,201610000,149370000,52250000
214200000,152510000,61684000,69465000,50186000,19279000,144730000,102330000,42406000
9118500000,5828700000,3289700000,5573100000,3591200000,1981900000,3545300000,2237500000,1307800000
589970000,284430000,305530000,453220000,208110000,245120000,136740000,76324000,60418000
9238800,3932300,5306500,9238800,3932300,5306500,NA,NA,NA
7855300000,5315200000,2540100000,2556400000,1857400000,699020000,5298800000,3457800000,1841100000
2723100000,1678400000,1044600000,1487200000,980280000,506900000,1235900000,698150000,537730000
328120000,151450000,176670000,37069000,21309000,15760000,291050000,130140000,160910000
26109000,18653000,7456000,26109000,18653000,7456000,NA,NA,NA
75794000,59466000,16328000,75794000,59466000,16328000,NA,NA,NA
20655000000,12600000000,8054900000,11457000000,6820600000,4636200000,9197700000,5779100000,3418600000
5208200000,3329400000,1878800000,2388900000,978110000,1410700000,2819400000,2351300000,468040000
9951700000,6351400000,3600300000,5363400000,3627900000,1735600000,4588300000,2723600000,1864700000
18000000000,11870000000,6130500000,8664500000,6386600000,2277800000,9335900000,5483300000,3852700000
35372000000,20606000000,14767000000,18968000000,9560700000,9407300000,16404000000,11045000000,5359500000
28916000,19757000,9159000,21944000,16810000,5134100,6972100,2947200,4024800
2494700000,1422300000,1072400000,1135100000,711230000,423880000,1359600000,711040000,648530000
646350000,430240000,216100000,516930000,357100000,159830000,129420000,73147000,56274000
3642600000,2251400000,1391200000,2516500000,1547500000,969030000,1126100000,703940000,422150000
1132800000,747980000,384780000,784160000,506530000,277620000,348600000,241440000,107160000
28242000,NA,28242000,28242000,NA,28242000,NA,NA,NA
36659000000,23595000000,13063000000,20656000000,14506000000,6149700000,16003000000,9089000000,6913600000
471220000,284900000,186320000,291170000,160870000,130300000,180050000,124030000,56017000
26321000000,15354000000,10967000000,14730000000,8732400000,5997500000,11591000000,6621700000,4969200000
1782000000,945560000,836400000,1045000000,470640000,574370000,736950000,474920000,262030000
5249900,3523600,1726300,5249900,3523600,1726300,NA,NA,NA
5483800000,2989800000,2494100000,2916000000,988200000,1927800000,2567800000,2001500000,566270000
17757000000,11204000000,6552200000,9663300000,7460100000,2203200000,8093300000,3744300000,4349000000
31883000000,19316000000,12567000000,16491000000,9512200000,6978800000,15392000000,9803500000,5588400000
3823100000,2186000000,1637000000,2042700000,1312600000,730050000,1780400000,873410000,907000000
3339200000,2047200000,1291900000,1828700000,1097300000,731330000,1510500000,949890000,560600000
NA,NA,NA,NA,NA,NA,NA,NA,NA
1200000000,727810000,472170000,775810000,458010000,317800000,424170000,269800000,154370000
1001700000,419470000,582230000,369260000,204780000,164480000,632430000,214690000,417750000
3475200000,2551600000,923610000,2816000000,2215500000,600460000,659250000,336100000,323160000
70369000,41106000,29263000,NA,NA,NA,70369000,41106000,29263000
348600000,201740000,146860000,250520000,138360000,112170000,98079000,63386000,34693000
4624300000,2389800000,2234500000,2754200000,1516700000,1237500000,1870100000,873070000,997050000
1426000000,947640000,478330000,785510000,604430000,181080000,640460000,343210000,297250000
2222600000,1436900000,785740000,1155000000,776620000,378360000,1067600000,660260000,407380000
772920000,418980000,353940000,766040000,414610000,351420000,6887700,4368800,2518800
3968900000,2042100000,1926800000,2446500000,1345100000,1101400000,1522500000,696990000,825490000
724140000,440780000,283360000,428300000,289140000,139170000,295830000,151640000,144190000
2233800000,1212400000,1021400000,1766400000,871030000,895390000,467390000,341340000,126060000
5514400000,3359500000,2154900000,2903400000,1804600000,1098800000,2611000000,1554900000,1056100000
1255500000,715220000,540260000,838040000,418060000,419980000,417440000,297160000,120290000
10358000000,6586400000,3771900000,5225800000,3910500000,1315300000,5132400000,2675800000,2456600000
45823000,34462000,11361000,45823000,34462000,11361000,NA,NA,NA
8660700000,4776000000,3884700000,6011300000,3283400000,2728000000,2649400000,1492700000,1156800000
1307900000,818300000,489620000,796280000,507700000,288580000,511640000,310590000,201040000
956760000,597300000,359460000,540380000,421040000,119340000,416380000,176260000,240120000
6508600000,4260000000,2248600000,3598300000,2677300000,920990000,2910300000,1582700000,1327600000
12223000000,7178700000,5044000000,6910000000,3182000000,3728100000,5312600000,3996700000,1315900000
86233000,58929000,27303000,41134000,35709000,5425300,45099000,23221000,21878000
5247100000,4133700000,1113400000,4024700000,3496300000,528440000,1222400000,637410000,584960000
3799400000,2103900000,1695600000,1802600000,742270000,1060400000,1996800000,1361600000,635200000
118120000,98388000,19730000,118120000,98388000,19730000,NA,NA,NA
52859000000,27844000000,25015000000,31606000000,15022000000,16584000000,21253000000,12821000000,8431900000
77508000,77508000,NA,NA,NA,NA,77508000,77508000,NA
207320000,156330000,50983000,207320000,156330000,50983000,NA,NA,NA
608800000,392160000,216640000,350810000,219570000,131240000,257990000,172590000,85392000
3961000000,2520800000,1440300000,1582800000,794070000,788680000,2378300000,1726700000,651570000
64048000,30107000,33942000,64048000,30107000,33942000,NA,NA,NA
487180000,281310000,205870000,442900000,251750000,191140000,44285000,29560000,14725000
603160000,328890000,274260000,460170000,229070000,231110000,142980000,99825000,43156000
153490000,99299000,54187000,153490000,99299000,54187000,NA,NA,NA
178680000,57374000,121310000,85390000,27811000,57580000,93289000,29563000,63726000
320200000,227280000,92920000,274880000,214320000,60560000,45318000,12957000,32361000
59407000,48591000,10816000,59407000,48591000,10816000,NA,NA,NA
8056200000,4872900000,3183300000,4525500000,2530600000,1995000000,3530700000,2342400000,1188400000
277100000,146990000,130110000,201640000,102850000,98791000,75454000,44136000,31319000
498360000,300400000,197970000,293610000,154140000,139470000,204750000,146250000,58500000
NA,NA,NA,NA,NA,NA,NA,NA,NA
33059000,19674000,13385000,NA,NA,NA,33059000,19674000,13385000
575700000,331330000,244370000,304010000,159130000,144870000,271690000,172190000,99500000
1019400000,568170000,451270000,864350000,502730000,361620000,155080000,65439000,89645000
297770000,187460000,110310000,NA,NA,NA,297770000,187460000,110310000
3259500000,1612500000,1647000000,2394100000,1225900000,1168300000,865340000,386640000,478690000
1722700000,1217500000,505190000,1137000000,881170000,255830000,585680000,336310000,249360000
9689900000,6167300000,3522500000,3388100000,2604600000,783460000,6301800000,3562700000,2739100000
NA,NA,NA,NA,NA,NA,NA,NA,NA
5479700000,3670100000,1809600000,2707000000,2052100000,654840000,2772700000,1617900000,1154800000
893600000,650140000,243470000,567060000,455830000,111230000,326540000,194300000,132240000
